artist_name,track_name,spotify_song_id,spotify_artist_id,display_key,genre,parse_status,issue_count,priority_score,issue_types,issue_summary,source_version_count,section_snapshot,suggested_search_query,review_status,review_notes,override_action,override_section,override_progression,source_url_1,source_url_2
Crianças Diante do Trono,Aos Olhos do Pai,28ATy9KFpbfUujbB8ZMkWc,1DrV98ubDph1jAWq7ikcF5,C#,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=4 1/3 4 6m b7 5 1 2m 2m/1 4 1/3 2m 2m/1 4 1 1/3 4 4/1 1 1/3 2m 4/5 1 5/4 1/3 5/4 5 4 1/3 2m 1 b7 4/6 5 5/4 1/3 5/4 5 4 1/3 2m 1 b7 5 2m 2m/1,Crianças Diante do Trono Aos Olhos do Pai chords,,,,,,,
Crianças Diante do Trono,Esconde-Esconde,6VJma12SCWgD3S4l4H1vFa,1DrV98ubDph1jAWq7ikcF5,C,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5/7 4/6 5 6m 3m 2m 5 4 5/4 3m 6m 2m 5 1 5/7 4/6 5 6m 1/3 2m 5 4 5/4 3m 6m 2m 5 1 4 5/4 3m 6m 4 5/4 3m 6m 4 5 4/6 5 5 4 5/4 3m 6m 4 5/4 3m ,Crianças Diante do Trono Esconde-Esconde chords,,,,,,,
Crowder,Lift Your Head Weary Sinner (Chains),4iddUbzyhbLEqhsVcZmc7u,39xmI59WrIMyyJjSDq6WCu,G,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m 4 5 6m,Crowder Lift Your Head Weary Sinner (Chains) chords,,,,,,,
Crowder,My Beloved,7jMCYENwZNflD2HJFJxT2M,39xmI59WrIMyyJjSDq6WCu,G,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1 4 1 5 1 4 1 4 1 5 1 4 2m 1 4 2m 1 4 1/3 2m 1 4 1/3 1 4 1/3 1 4 1/3 1 4 1 5 4 1 4 1 5 4 1 4 1 4 1 5 1 4 1 4 1 5 1 4 2m 1 4 2m 1 4 1/3 2,Crowder My Beloved chords,,,,,,,
Crowder,My Victory,1aVJCLIbgvlp3e8Znmpkfz,39xmI59WrIMyyJjSDq6WCu,F,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 3m 1 3m 1 3m 1 3m 1 3m 1 3m 1 3m 1 2 5 1 5 5/7 1 3m 1 5/7 1 2 1 3m 1 3m 1 3m 1 3m 1 3m 2 5 1 5 5/7 1 3m 1 5/7 1 2 5 3m 1 5 b3 3m 1 5 b3 2 ,Crowder My Victory chords,,,,,,,
Crowder,Run Devil Run,05bPnlDgIf04n6LeDs2pLs,39xmI59WrIMyyJjSDq6WCu,D,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4/5 5 4/5 5 4/5 5 4 5 4/5 5 4 5 4/5 5 4 5 4/5 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4 5 4/5 5 4/5 5 4/5 5 4 5 ,Crowder Run Devil Run chords,,,,,,,
Davi Sacer,Confio Em Ti,36ScoZLLvcyfWL70zPyMHg,6z6iovCkrGvBsRsLOrFbdx,B,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 6m 4 3m 6m 2m 3m 6m 4 2m 5 2m 5 2m 2m 4 5 1 1 1 1 6m 5 4 2m 5 1 1 1 1 6m 5 4 2m 5 6m 6m 4 2m 5 6m 4 2m 5 2m 5 2m 4 5 2m 5 2m 2m 4 5 1 2m 5,Davi Sacer Confio Em Ti chords,,,,,,,
Davi Sacer,Desejo do Meu Coração - Ao Vivo,56YKz3uWPr5Pnj1itFWUsP,6z6iovCkrGvBsRsLOrFbdx,A,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 1 5/7 6m 5 4 1 3m 4 1/3 2m 1 3m 2m 4/5 1 3m 4 1/3 2m 1 3m 2m 5 6m 5/7 1 2m 1/3 4 5 1 5/7 2m 4 5 1 5/7 2m 4 5 4/6 5/7 1 4 5 4/6 1 5/7 2m 4 ,Davi Sacer Desejo do Meu Coração - Ao Vivo chords,,,,,,,
Davi Sacer,Deus de Promessas,4HKLVCgmv0R8R7PbHgS6hP,6z6iovCkrGvBsRsLOrFbdx,C,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=4 1/3 2m 5 2m 5/7 1/3 4 2m 5/7 1/3 4 1/3 2m 5/7 1 5/7 6m 4 1/3 2m 5 4 1/3 2m b7 4/6 5 5/4 1/3 6m 2m 5 5 5/4 1/3 6m 2m 5 5 6m 5 4 5 6m 5 4 5 ,Davi Sacer Deus de Promessas chords,,,,,,,
Davi Sacer,No Caminho do Milagre,2PA760uz4zfHLhmbwpcArL,6z6iovCkrGvBsRsLOrFbdx,E,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 6m 5 4 1 5 6m 5 2 b6 1 5/7 6m 5 4 5 1 6m 5 4 3m 6m 5/7 4 3m 6m 5 4 3m 2m 5 6m 5 4 3m 2m 1 5 1 2m 3m 4 5 2m 3m 4 5 5/7 6m 5 4 3m 5 1 2m 3m ,Davi Sacer No Caminho do Milagre chords,,,,,,,
Davi Sacer,O Deus que Surpreende,6VfqJXoSEQBHp59Dyal5MD,6z6iovCkrGvBsRsLOrFbdx,C,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 6 6m 4 4 1 1 5 5 6m 4 5/7 7 1 6m 4 5/7 1 4 3m 2m 6m 5 1 4 b7 4/6 5 1 b7 4/6 5 6m 4 1 5 6m 4 5/7 7 1 6m 4 5/7 1 4 3m 2m 6m 5 1 4 b7 4/6 5 1,Davi Sacer O Deus que Surpreende chords,,,,,,,
Davi Sacer,Sobre As Águas,0IHZgDHnehLfWTzMcR3szE,6z6iovCkrGvBsRsLOrFbdx,E,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 2m 6m 5/7 1 2m 6m 5/7 1 1 1/6 6m 1 4 5 5 5 1 1 1/6 6m 4 5 5 5 1 4 5 6m 5 4 5 6m 5 4 1/3 5 4/6 5/7 1 4 5 6m 5 4 5 6m 5 4 1/3 5 4/6 5/7 2m 6,Davi Sacer Sobre As Águas chords,,,,,,,
David Crowder Band,Come And Listen,27AoprMEImoTP5LpkIURcb,7DhP3bGT7dzr1dCkkH5mTS,F,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1 3 6m 5 4 1 3 4 1 4 1 3 6m 5 4 1 3 4 5 1 1 3 4 5 1 1 3 4 1 3 4 1 3 4 1 4 1 3 6m 5 1 4 1 3 6m 5 1 4 1 3 6m 4 1 3 4 5 1 1 3 4 1 3 4 1 3 4,David Crowder Band Come And Listen chords,,,,,,,
David Crowder Band,Obsession,30Sxchef9TJOOTq4irwcmB,7DhP3bGT7dzr1dCkkH5mTS,D,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 6m 5 4 5 1/3 4 5 1/3 4 5 2m 1/3 4,David Crowder Band Obsession chords,,,,,,,
David Crowder Band,SMS (Shine),03P6xt6WJs30Y43KaFwmg7,7DhP3bGT7dzr1dCkkH5mTS,G,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 6m 5 1 4 6m 5 4 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5 1 4 6m 5,David Crowder Band SMS (Shine) chords,,,,,,,
David Crowder Band,We Won't Be Quiet,0QVcHFITSXUOJ7fOQWftwR,7DhP3bGT7dzr1dCkkH5mTS,D,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 4 1 5 1 5 1 5 1 5 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 1 5 1 5 1 5 1 5 4 1 5 4 1 5 4 1 5 4,David Crowder Band We Won't Be Quiet chords,,,,,,,
DeWayne Woods,God Is Featuring The Tri-City Singers - Radio Edit,2neIakglnJ7XctvtF5ubju,324RKHiPLIE9eDklXEVXce,F#,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 5 1 4 5 1 4 5 1 4 5 1 5 1 5 4 1 4 5 1 5 4 1 4 5 1 5 4 5 1 4 5 1 4 5 1,DeWayne Woods God Is Featuring The Tri-City Singers - Radio Edit chords,,,,,,,
Diante do Trono,Canção do Apocalipse - Ao Vivo,0DHpr7eLBrRZvlXa4sNwhd,4AeWCU2yUgVFbqKmOezL75,G,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 5 2m 4 1 2m b7 4 1 5 2m 4 1 5 2m 4 1 2m b7 4 1 5,Diante do Trono Canção do Apocalipse - Ao Vivo chords,,,,,,,
Diante do Trono,Eis-me Aqui - Ao Vivo,4aXRU1cAUFqQ8NJVWZFw5L,4AeWCU2yUgVFbqKmOezL75,A,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=2m 2m/1 5/7 2m 2m/1 5/7 6m 5/7 1 2m 5/7 2m 6m 5/7 6m 4 1/3 2m 2m/1 5/7 2m 1/3 4 4/6 5/7 1 4 5 6m 5/7 4 5 2m 1/3 4 4/5 1 5/7 2m 1/3 4 4/5 6m ,Diante do Trono Eis-me Aqui - Ao Vivo chords,,,,,,,
Diante do Trono,Nos Braços do Pai - Ao Vivo,4JqVgQBE41ruUtb7enQqSv,4AeWCU2yUgVFbqKmOezL75,Bb,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 1 5/7 6m 5/7 1 5/7 6m 1 5/7 6m 5/7 1 5/7 6m 5 4 1/3 5 5 1/3 4 1 1/3 4 5 6m 2m 1 3 4 4 6 5 7 1 4/1 1 5 1/5 5 4 5 4 5 1 4/1 1 5 4 1 3 2m 6m ,Diante do Trono Nos Braços do Pai - Ao Vivo chords,,,,,,,
Diante do Trono,O Cheiro das Águas - Ao Vivo,2fUW6sGWGtpgY1QdulYoiE,4AeWCU2yUgVFbqKmOezL75,C,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 6m 3m 6m 3m 4 4m b6 1 b6 6m 4 4 2m 3m 4 b6 5 4 4m b6 4m 1 1/3 4 5 6m 1/3 4 5/4 3m 6m 5 4 1,Diante do Trono O Cheiro das Águas - Ao Vivo chords,,,,,,,
Diante do Trono,Águas Purificadoras - Ao Vivo,3alsIYiOE1PygAy2k8s2kO,4AeWCU2yUgVFbqKmOezL75,D,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 3 4 5 3 4 3 4 2 3 5 3 4 3 5 3 1 5 3 1 5 4 2m 1 5 4 1 2m/1 1 2m/1 4 1/3 4 2m 5 5 4/5 1 2m/1 6m/5 5 5 4 1/3 4 2m/1 5 5 4/6 5/7 1 4/1 1 3 4 1,Diante do Trono Águas Purificadoras - Ao Vivo chords,,,,,,,
Donnie McClurkin,Again,4sy5FlwHuK5KznejgJQIku,74IEeKcuS34kF2TjOigXra,G,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 1 4 1 5 1 4 1 5 1 4 5 1 5 1 4 1 5 1 4 1 5 1 4 1 5 1 4 1 5 1 4 1 5 1 4 1 5 1 4 1 5 1 4 1 5 1 5 4 1 5 4 1 5 4 1 4 1 5 1 2m 3m 4 1 2m 4 1 5,Donnie McClurkin Again chords,,,,,,,
Donnie McClurkin,Create In Me a Clean Heart,3njqAzmHHqbM93BUgfdCOe,74IEeKcuS34kF2TjOigXra,G,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,2,full_song=1 5 4 1 5 1 5 4 1 5 1 4 5 1 6m 4 5 1 1 4 5 3 6m 4 5 1,Donnie McClurkin Create In Me a Clean Heart chords,,,,,,,
Donnie McClurkin,I Call You Faithful - (Album Version),20SVrtejK7y780GIfjiG4O,74IEeKcuS34kF2TjOigXra,E,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 1/3 6m 1 2m 4 4/5 5 1 4 1 4 1 5 5 6m 5/7 1 4 1 b7 4 5 4/6 #4 1 1/3 6m 1 2m 4 4/5 5 2 2 #4 4m 2 3m 5 5/6 6 2 5 2 5 2 6 6 4m 6 b2 2 5 2 1 5 ,Donnie McClurkin I Call You Faithful - (Album Version) chords,,,,,,,
Donnie McClurkin,We Are Victorious (feat. Tye Tribbett),3nAL7SbBrEUcDGDAQofFfG,74IEeKcuS34kF2TjOigXra,Eb,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 4 1 5/7 6m 4 1 5/7 6m 4 1 5/7 6m 4 1 3 1 6m 4 5 4 5 3m 4 5 6m 5/7 1 4 5 6m 5/7 1 4 5 6m 5/7 1 4 6m 1 5,Donnie McClurkin We Are Victorious (feat. Tye Tribbett) chords,,,,,,,
Downhere,Here I Am,0rDOFO0mZIHrhFvDwYMASw,35kA48fjFobl8mvwr6wIJ0,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1 4 1 4 1 5 4 1 4 1 5 4 1 5 4 1 5 4 1 5 4 5 1 5 4 5 4 1 4 1 5 4 1 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 4 1 4 1 4 1,Downhere Here I Am chords,,,,,,,
En Espíritu Y En Verdad,Cuán Grande Es Dios feat. Omar Rodríguez Music,0fpW2x6Cd3cBgTGaU8TZKE,39m45GawtjXnazyVoEGkfb,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 6m 4 1 6m 4 5 1 6m 4 5 1 6m 4 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 1 6m 4 5 ,En Espíritu Y En Verdad Cuán Grande Es Dios feat. Omar Rodríguez Music chords,,,,,,,
Ernie Haase & Signature Sound,Keep On Keeping On,4ePwtrDPFJzXq9R1UCheax,3Qp9Qtdb5G8QYHWfe5qxi0,C#,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1 4 1 3 6m 1 1 1 1 1 2m 5 6m 4 5 6m 4 5 6m 4 1 5 6m 4 1 1 1 1 1 5 3 6m 2m 1 1 1 1 1 2m 2m 5 6m 4 5 6m 4 5 6m 4 1 5 6m 4 5 6m 4 5 6m 4 5 ,Ernie Haase & Signature Sound Keep On Keeping On chords,,,,,,,
Eyshila,Posso Clamar,37GYyTGRnPcP01Ff7ziOoi,3mbX6eftyC0S5l17m31ZSW,B,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 1 5 1m 5 1 5 5 1 5 6m 5 7 6m 1 5 1 5 1 5 6m 5 7 1 5 7 1m 6m 7m 6m 1/2 5 4/5 5 7 1 1m 5 4/5 5 7 1 5 7 6m 5 4 1 1/2 6m 7m 6m 1/2 5 4/5 5 7,Eyshila Posso Clamar chords,,,,,,,
Fee,All Because of Jesus,7hKhaP6NXIQFH7DCdPhnir,2Z0x0iKRerLMaQfdbBfyqA,F,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=b6 5 b6 5 1 3m b3 1 5 1 5 1 3m b3 1 5 1 5 1 3m b3 2 3m 7m 1 5 6m 1 5 6m 1 4 1/3 5 4 1/3 1 5 1 5 1 3m b3 1 2 3m 1 2 6m 1 2 3m 1 2 5 6m 1 5 6m,Fee All Because of Jesus chords,,,,,,,
Fernandinho,A Alegria do Senhor - Ao Vivo,3rmVmPqjp3Fubkulpd6aQi,6iAY2AyUZLSX3PWLIAfFZY,Bb,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=2 1 6 6m 2m 6m 2m 4 3 6m 1 4 2m 1 4 6m 1 4 2m 6m 1 4 2m 6m 1 4 2m 1 6m,Fernandinho A Alegria do Senhor - Ao Vivo chords,,,,,,,
Fernandinho,Caia Fogo - Ao Vivo,2QOrs9ioPmQp4SPSi3MNQe,6iAY2AyUZLSX3PWLIAfFZY,B,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 1 5 6m 1/3 5 6m 1/3 5 6m 1/3 5 6m 1/3 5 6m 4 1 5 6m 4 1 5 6m 1 5 6m 1/3 5 6m 1/3 5 6m 1/3 5 6m 1/3 5 6m 4 1 5 6m 4 1 5 4 1 6m 5 4 5,Fernandinho Caia Fogo - Ao Vivo chords,,,,,,,
Fernandinho,Infinitamente Mais - Ao Vivo,6FeURZSfNtPbS0Dc6K2PVT,6iAY2AyUZLSX3PWLIAfFZY,C#,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=5 3m 1 3m 1 3m 1 3m 1 3m 1 6m 3m 6m 1 2 6m 1 5 2 3m 1 5 2 3m 1 3m 1 5,Fernandinho Infinitamente Mais - Ao Vivo chords,,,,,,,
FFH,"Lord Move, Or Move Me",5BRMuTqkMOKI3zCJLAtEM1,4xvNx8d6ZMhOZXUGUBmJby,C,rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=5 b3 1 b3 5 b3 1 b3 5 b3 #4 1 b3 1 b3 1 b3 5 b3 #4 1 b3 1 b3 1 b3 3m 6m 5 1 5 1 5 1 3m 1 5 1 5/7 1 5 b3 #4 1 b3 1 b3 1 b3 5 b3 #4 1 b3 1 b3 ,"FFH Lord Move, Or Move Me chords",,,,,,,
Gordon Mote,Wake up Dancin',7D3BJTTQobpuXRNb7UsFgd,08EFt670UCZCyxbhI1VtxG,D,gospel,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 6m 4 b6 5 1 6m 4 b6 5 1 6m 4 b6 5 2m 5 1 6m 2m 5 1 6m 4 5 1 6m 4 5 1 6m 1 6m 4 b6 5 1 6m b6 5 2m 5 1 6m 2m b6 5 1 6m 4 5 1 6m 4 5 2 7m 5 6,Gordon Mote Wake up Dancin' chords,,,,,,,
Grey Holiday,You Belong To Me,4xv3oeN7bTBCx38bsN4RKu,62Z3jk6WVcNBHNa54DoXm3,D,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 4 1/3 5 1 5 6m 4 1 5 6m 4 1 4 1/3 5 1 5 6m 4 1 4 1/3 5,Grey Holiday You Belong To Me chords,,,,,,,
Hillsong Global Project,Dieu est puissant (God Is Able),5kHRiP3SQ2LZQGulmMFXhA,15QEMU8TfJ3jEJjV5dRfCi,B,french,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 6m 4 1 5 6m 4 1 5 6m 4 5 1 5 6m 4 1 5 6m 5 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 5 1 5 6m 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6m 5 4 1 5 6m 4 1 5 6m 5 4 ,Hillsong Global Project Dieu est puissant (God Is Able) chords,,,,,,,
Hillsong UNITED,Aftermath,2gffdNFh2aPyfJgxPtZlUL,74cb3MG0x0BOnYNW1uXYnM,D,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 2m 4 6m 1 2m 4 6m 5 1 2m 4 6m 1 2m 4 6m 5 1 5 1 4 1 4 6m 4 6m 5 1 5 1 2m 4 6m 1 2m 4 6m 5 1 5 1 4 1 4 6m 4 6m 5 1 5 1 4 1 4 6m 4 6m 5 1 6m,Hillsong UNITED Aftermath chords,,,,,,,
Hillsong UNITED,Arise,0E4XLvxd9LrFCNa8UyG1Og,74cb3MG0x0BOnYNW1uXYnM,C,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 b2 4 b2 1 1 1 1 1 4 1 4 1 6m 5 4 5 6m 1/3 4 5 6m 1/3 4 5 6m 1/3 4 5 1 b2 4 b2 1 1 1 1 1 b2 4 b2 1 1 1 1 1 4 6m 5 4 5 6m 1/3 4 5 1 4 5 6m 1,Hillsong UNITED Arise chords,,,,,,,
Hillsong UNITED,Arms Open Wide - Live In Australia/2009,1NytnFe5ZDXoKUKpvcHx24,74cb3MG0x0BOnYNW1uXYnM,D,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 6m 5 4 1 6m 5 4 1 4 1 5 6m 4 6m 5 1 6m 5 4 1 4 1 5 2m 4 1 5 1 5 6m 3 5 4 5,Hillsong UNITED Arms Open Wide - Live In Australia/2009 chords,,,,,,,
Hillsong UNITED,Consuming Fire - Live,0S4tEkNiFUlDoBigjTNmJe,74cb3MG0x0BOnYNW1uXYnM,G,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 5 1 6m 5 1 6m 5/7 1 4 6m 5 4 6m 5/7 1 4 6m 5 4 2m 1/3 5/7 2m 1/3 5/7 1 5/7 6m 4 1 5/7 6m 5 4 6m 5/7 1 4 6m 5 4 6m 5/7 1 4 6m 5 4 2m 1/3 5,Hillsong UNITED Consuming Fire - Live chords,,,,,,,
Hillsong UNITED,Entre Las Llamas,2K9LF8SvhGRCMennuSfKZ9,74cb3MG0x0BOnYNW1uXYnM,C,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 4 1 6m 4 1 6m 4 1 6m 4 1 3m 6m 4 1 6m 4 1 6m 4 1 5/7 6m 4 1 6m 4 1 5/7 6m 4 1 6m 4 1 6m 4 1 6m 4 1 6m 4 1 3m 6m 4 1 6m 4 1 6m 4 1 6m 4 1 ,Hillsong UNITED Entre Las Llamas chords,,,,,,,
Hillsong UNITED,Es Tiempo (The Time Has Come) - Live,30qjFjmXR9InAfx7zgFnsT,74cb3MG0x0BOnYNW1uXYnM,A,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 5 4 5 2m 6m 4 5 6m 1 4 1 2m 6m 4 5 1 6m 4 1 6m 4 1 5 6m 4 5 6m 4 1 6m 4 1 6m 4 1 6 4 1 6m 2m 6m 2m 4 1 5 6m 4 5 6m 4 1 6m 4 1 6m 4 1 6m 4,Hillsong UNITED Es Tiempo (The Time Has Come) - Live chords,,,,,,,
Hillsong UNITED,Freedom Is Here / Shout Unto God - Live,1Pxfl5aA4xJTrkfS5K6AP6,74cb3MG0x0BOnYNW1uXYnM,A,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=5 3m 1 5 3m 1 5 3m 1 5 3m 1 5 3m 1 5 3m 1 5 3m 1 5 3m 1 5 3m 1 5 3m 1 1 5 3m 1 1 5 3m 1 1 5 3m 1 5 3m 1 3m 1 3m 1,Hillsong UNITED Freedom Is Here / Shout Unto God - Live chords,,,,,,,
Hillsong UNITED,Fuego De Dios (Fire Fall Down) - Live,4XxjgJmxTEPgpMLlooJlJd,74cb3MG0x0BOnYNW1uXYnM,F#,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 1 4 1 4 1 4 1 4 6m 1 4 1 4 5 1 4 5 1 4 1 4 1 4 1 4 6m 1 4 1 4 5 1 4 1 4 1 4 1 4 6m 1 4 1 4 6m 1 4 1 4 6m 1 4 1 4 6m 1 4 1,Hillsong UNITED Fuego De Dios (Fire Fall Down) - Live chords,,,,,,,
Hillsong UNITED,God Song,4ZH7yRgsmUNuu5wknMqiRu,74cb3MG0x0BOnYNW1uXYnM,C,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=4 1/3 6m 4 1/3 6m b6 5 4 1/3 6m 4 1/3 6m b6 5 4 1/3 6m 4 1/3 6m b6 4 5 6m 1 2m 4 5 6m 4 5 4 1/3 6m 1 1/3 6m b6 4 1/3 6m 4 1/3 6m b6 4 1/3 6m,Hillsong UNITED God Song chords,,,,,,,
Hillsong UNITED,Me Viniste A Rescatar (Came To My Rescue) - Live,3teGMGEZJBDTebnxxvq5vv,74cb3MG0x0BOnYNW1uXYnM,C,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 6m 4 1 5/7 6m 4 1 5 6m 4 1 5/7 6m 4 1 5/7 6m 4 1 5/7 6m 4 6m 1 6m 4,Hillsong UNITED Me Viniste A Rescatar (Came To My Rescue) - Live chords,,,,,,,
Hillsong UNITED,Saviour King,6TKBZDvwIH3b3YWVcGgXVd,74cb3MG0x0BOnYNW1uXYnM,F,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=6m 5/7 1 6m 5 1 2m 6m 5 1 6m 5 1 2m 6m 5 1 6m 4 1 5 6m 4 2m 5 1 6m 5 1 6m 5 1 2m 6m 5 1 6m 5 1 2m 6m 5 1 6m 5 1 6m 5 1 6m 5 1,Hillsong UNITED Saviour King chords,,,,,,,
Hillsong UNITED,Scandal Of Grace,0st2C7aLz9xkr7JyshhUHK,74cb3MG0x0BOnYNW1uXYnM,A,alt-rock,unsectioned_full_song,1,42,no_sections,No labeled sections were parsed; this song is currently using a full-song fallback only.,1,full_song=1 5 4 6m 2m 1 5 4 6m 2m 1 5 4 6m 2m 1 5 4 6m 2m 1 4 5 1 3m 1 3m 1 3m 1 3m 1 3m 1 3m 1 7 6 1 2 6 1 7 6 1 5 4 1 5 4 1 5 4 1 5 4 1 4 5 1 3m 1 3,Hillsong UNITED Scandal Of Grace chords,,,,,,,
