file_name,file_path,title,author,key,reason
the earth shakes i47697,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the earth shakes i47697,The earth shakes,Don Moen,,missing_chords
the eternal son i48528,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the eternal son i48528,The Eternal Son,Rivers & Robots,,missing_chords
the gates of hell i96995,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the gates of hell i96995,The gates of hell,,Em,"missing_author,missing_chords"
the god of israel is mighty i90886,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the god of israel is mighty i90886,The God of Israel is mighty,Randy Rothwell,,missing_chords
the gospel shows the fathers grace i11252,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the gospel shows the fathers grace i11252,The Gospel Shows The Father's Grace,"from Cantionale Germanicum, Dresden, 1628, Loy, Matthias (1828-1915)",F,missing_chords
the gospel song i105832,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the gospel song i105832,The Gospel Song,"Sovereign Grace Music, Bob Kauflin and Drew Jones",,missing_chords
the great emancipator i102260,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the great emancipator i102260,The Great Emancipator,,,"missing_author,missing_chords"
the hand song i87878,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the hand song i87878,The Hand Song,David Graham,,missing_chords
the honest in heart i98637,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the honest in heart i98637,THE HONEST IN HEART,,,"missing_author,missing_chords"
the house i110550,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the house i110550,The house,Planetshakers,Dm,missing_chords
the house of the lord i97267,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the house of the lord i97267,The House of The Lord,,,"missing_author,missing_chords"
the joy i109831,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the joy i109831,The Joy,,Db,missing_author
the joy of the lord i64349,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the joy of the lord i64349,The Joy of The Lord,,,"missing_author,missing_chords"
the king is coming i50103,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the king is coming i50103,The King Is Coming,Bill and Gloria Gaither,,missing_chords
the lamb has overcome i110599,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lamb has overcome i110599,The Lamb Has Overcome,Luke Morton,,missing_chords
the lamb who was slain i98726,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lamb who was slain i98726,The Lamb Who was Slain,"Jeff Nelson, Sal Oliveri",,missing_chords
the little church i88122,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the little church i88122,The Little Church,Donovan Philips Leitch,,missing_chords
the lord is building jerusalem i96482,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lord is building jerusalem i96482,The Lord is Building Jerusalem,Rich Cook,,missing_chords
the lord is gracious and compassionate i31,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lord is gracious and compassionate i31,The Lord Is Gracious and Compassionate,,,"missing_author,missing_chords"
the lord is here i91124,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lord is here i91124,The Lord Is Here,Marco Barrientos,,missing_chords
the lord is my good shepherd i47904,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lord is my good shepherd i47904,The Lord Is My Good Shepherd,Аня Монах,D,missing_chords
the lord is my shepherd ill walk with him always i63599,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lord is my shepherd ill walk with him always i63599,"The Lord is my shepherd, I'll walk with him always",,,"missing_author,missing_chords"
the lord reigns i6,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lord reigns i6,The Lord Reigns,,,"missing_author,missing_chords"
the lords my shepherd i64487,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lords my shepherd i64487,The Lord's my shepherd,,D,missing_author
the lords my shepherd i73,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lords my shepherd i73,The Lord's My Shepherd,"from the Scottish Psalter, Bain, James Leith Macbeth (1860-1925)",D,missing_chords
the lords sanctuary i102385,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lords sanctuary i102385,the Lord's sanctuary,Izegbo Harrison Oruaro,,missing_chords
the lost are found i46514,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the lost are found i46514,The Lost Are Found,Hillsong United,G#m,missing_chords
the mercy of your heart fills all the earth i87045,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the mercy of your heart fills all the earth i87045,The Mercy of Your heart fills all the Earth,Sergey Danilʹchenko (Serzh Dani),Bm,missing_chords
the mighty one of israel i51134,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the mighty one of israel i51134,The Mighty One of Israel,Randy Rothwell,Cm,missing_chords
the more i seek you i2650,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the more i seek you i2650,The More I Seek You,,F,missing_author
the move is on i64334,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the move is on i64334,The Move is on,,A,missing_author
the names of jehovah i64516,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the names of jehovah i64516,The names of Jehovah,,,"missing_author,missing_chords"
the nearmess of you i48620,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the nearmess of you i48620,The Nearmess Of You,Loud Harp,,missing_chords
the only one i47778,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the only one i47778,The Only One,Дарина Кочанжи,,missing_chords
the original life i64528,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the original life i64528,The Original Life,,F,"missing_author,missing_chords"
the passion i48151,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the passion i48151,The Passion,Hillsong Worship,,missing_chords
the precious blood of jesus christ redeems i52249,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the precious blood of jesus christ redeems i52249,The precious blood of Jesus Christ redeems,,,"missing_author,missing_chords"
the river is here i12328,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the river is here i12328,The River is Here,Andy Park,,missing_chords
the servant king i863,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the servant king i863,The Servant King,Graham Kendrick,Am,missing_chords
the shepherds came to see the baby i55213,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the shepherds came to see the baby i55213,"The shepherds came to, see the baby",,,"missing_author,missing_chords"
the son of god came down i53718,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the son of god came down i53718,The Son of God Came Down,,,"missing_author,missing_chords"
the son of god i53589,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the son of god i53589,The Son of God,,,"missing_author,missing_chords"
the stars in their courses above i118,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the stars in their courses above i118,The Stars in Their Courses Above,,,"missing_author,missing_chords"
the strife is oer the battle done i11261,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the strife is oer the battle done i11261,"The Strife Is O'er, The Battle Done","Palestrina, Giovanni Pierluigi da (1525-1594), from Symphonia Sirenum Selectarum, Köln, 1695",E,missing_chords
the trumpet shall sound i63957,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the trumpet shall sound i63957,The trumpet shall sound,,,"missing_author,missing_chords"
the walls are falling down i93348,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the walls are falling down i93348,The Walls are Falling Down,Miel San marcos,,missing_chords
the way i was made i42459,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the way i was made i42459,The Way I Was Made,"Chris Tomlin, Ed Cash, Jesse Reeves",,missing_chords
the windows of heaven are open i108560,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the windows of heaven are open i108560,The windows of Heaven are open,,G,missing_author
the word is alive i54226,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the word is alive i54226,The Word is alive,,,"missing_author,missing_chords"
the world didnt give it to me i108986,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the world didnt give it to me i108986,The World Didn't Give It To Me,,F,missing_author
the worlds shaking with the love of god i42319,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\the worlds shaking with the love of god i42319,The World's Shaking With The Love Of God,"Martin Smith, Stuart Garrard",F#m,missing_chords
then he rose i55100,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\then he rose i55100,Then He Rose,,,"missing_author,missing_chords"
then shall the virgin i25600,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\then shall the virgin i25600,Then shall the virgin,Merla Watson,Em,missing_chords
then will i hear i95282,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\then will i hear i95282,Then will I hear,"Jimmy Owens, Carol Owens",,missing_chords
there is a cloud i54463,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is a cloud i54463,There Is a Cloud,,,"missing_author,missing_chords"
there is a day i5,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is a day i5,There Is a Day,,,"missing_author,missing_chords"
there is a fountain opened i64170,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is a fountain opened i64170,There is a fountain opened,,,"missing_author,missing_chords"
there is a river i63961,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is a river i63961,There is a river,,,"missing_author,missing_chords"
there is a source in times of need i104636,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is a source in times of need i104636,There is a source In times of need,,,"missing_author,missing_chords"
there is a voice i81,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is a voice i81,There Is a Voice,,,"missing_author,missing_chords"
there is joy in the house of the lord i102914,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is joy in the house of the lord i102914,There is joy in the house of the lord,,Dm,"missing_author,missing_chords"
there is no satisfation outside salvation i64649,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is no satisfation outside salvation i64649,There is no satisfation outside salvation,,F,"missing_author,missing_chords"
there is nothing like the presence of the lord i64626,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is nothing like the presence of the lord i64626,There is nothing like the Presence of the Lord,,D,"missing_author,missing_chords"
there is power i54465,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is power i54465,There is Power,,,"missing_author,missing_chords"
there is sunshine in my soul i105676,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there is sunshine in my soul i105676,There Is Sunshine In My Soul,,G,missing_author
there shall be showers of blessing i75945,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there shall be showers of blessing i75945,There Shall Be Showers of Blessing,"Daniel Webster Whittle, James McGranahan",,missing_chords
there was jesus i101526,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\there was jesus i101526,There was Jesus,,F,missing_author
therell be singing therell be shouting i64350,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\therell be singing therell be shouting i64350,"There'll be singing, there'll be shouting",,E,missing_author
theres a church in the valley by the wildwood i101943,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\theres a church in the valley by the wildwood i101943,There's a church in the valley by the wildwood,,,"missing_author,missing_chords"
theres a pageant of triumph in glory i1893,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\theres a pageant of triumph in glory i1893,There's a pageant of triumph in glory,Dave Fellingham,,missing_chords
theres a song that cannot be contained i54773,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\theres a song that cannot be contained i54773,There's a song that cannot be contained,Vitaliy Yefremochkin,,missing_chords
theres never been a day i63996,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\theres never been a day i63996,There's Never Been A Day,,,"missing_author,missing_chords"
theres no one like jesus i79,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\theres no one like jesus i79,There's No One Like Jesus,,G,missing_author
theres no other name i54536,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\theres no other name i54536,There's No Other Name,,,"missing_author,missing_chords"
thine be the glory i69,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\thine be the glory i69,Thine Be the Glory,"Edmond Louis Budry, Georg Friedrich Haendel",,missing_chords
think about his love i64180,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\think about his love i64180,Think about His love,Walt Harrah,,missing_chords
this is just what heaven means to me i76046,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is just what heaven means to me i76046,This is just what Heaven means to me,,C,missing_author
this is like heaven to me i64520,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is like heaven to me i64520,This is like Heaven to me,,,"missing_author,missing_chords"
this is my destiny i7817,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is my destiny i7817,This is my destiny,,A,missing_author
this is my fathers world i92730,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is my fathers world i92730,This is my Father's World,"Maltbie D. Babcock, Terra Beata, English tune",,missing_chords
this is our god i104007,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is our god i104007,This is our God,Reuben Morgan,,missing_chords
this is our god i1843,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is our god i1843,This is our God,,E,missing_author
this is our god v2 i108799,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is our god v2 i108799,This is our god v2,,C,missing_author
this is our time i47340,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is our time i47340,This Is Our Time,Planetshakers,Bm,missing_chords
this is the day i1583,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is the day i1583,This is the day,Joy F. Patterson,,missing_chords
this is the evening time i64110,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is the evening time i64110,This is the evening time,,,"missing_author,missing_chords"
this is the song of heaven the angels sing i87223,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is the song of heaven the angels sing i87223,This is the song of heaven The angels sing,Christian City Church (C3),,missing_chords
this is the year of jubilee i76264,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this is the year of jubilee i76264,This is the year of Jubilee,,Dm,"missing_author,missing_chords"
this joy that i have i108986,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this joy that i have i108986,This Joy That I Have,,F,missing_author
this little light of mine i2696,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\this little light of mine i2696,This Little Light of Mine,Harry Dixon Loes,Em,missing_chords
thou art a shield for me i98735,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\thou art a shield for me i98735,Thou Art A Shield For Me,Freda Tapp,,missing_chords
thou who at thy first eucharist i11265,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\thou who at thy first eucharist i11265,"Thou, Who at Thy First Eucharist","Monk, William Henry (1823-1889), Turton, William H. (1856-1938)",D,missing_chords
though in the midst of life we be i11264,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\though in the midst of life we be i11264,Though in the Midst of Life We Be,"Medieval, Luther, Martin (1483-1546), Medieval, Luther, Martin (1483-1546)",C,missing_chords
though trials come on every hand i64081,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\though trials come on every hand i64081,Though trials come on every hand,,E,"missing_author,missing_chords"
though we are many i6245,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\though we are many i6245,Though We are Many,,,"missing_author,missing_chords"
three i109060,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\three i109060,Three,Justin Rizzo,C#m,missing_chords
threshold of glory i54972,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\threshold of glory i54972,Threshold of Glory,,,"missing_author,missing_chords"
throne room i100773,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\throne room i100773,Throne Room,,Db,missing_author
throne room i104304,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\throne room i104304,Throne Room,,,"missing_author,missing_chords"
through and through i105820,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\through and through i105820,Through and through,,Bb,missing_author
through it all i5071,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\through it all i5071,Through it all,,,"missing_author,missing_chords"
through the eyes of man it seems theres i109975,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\through the eyes of man it seems theres i109975,Through the eyes of man it seems there’s,,Am,"missing_author,missing_chords"
thy light is come i97410,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\thy light is come i97410,Thy Light is come,Kent Henry,,missing_chords
thy will be done i109331,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\thy will be done i109331,Thy will be done,Charlotte Elliott,,missing_chords
thy will i54469,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\thy will i54469,Thy will,,,"missing_author,missing_chords"
time is almost at hand i48888,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\time is almost at hand i48888,Time is almost at hand,Nikita Isakov,,missing_chords
tis good lord to be here i11267,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\tis good lord to be here i11267,"Tis Good, Lord, To Be Here","Bach, Johann Sebastian (1685-1750), Robinson, Joseph Armitage (1858-1933)",E,missing_chords
tis midnight and on olives brow i11268,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\tis midnight and on olives brow i11268,'Tis Midnight and On Olive's Brow,"Dykes, John Bacchus (1823-1876), Tappan, William Bingham (1794-1849)",F,missing_chords
to be in your presence i825,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to be in your presence i825,To be in Your Presence,,D,missing_author
to god be the glory i49147,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to god be the glory i49147,To God be the Glory,Andrae Crouch,,missing_chords
to him be glory i75894,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to him be glory i75894,To Him Be Glory,Kevin Jonas,,missing_chords
to our god i46906,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to our god i46906,To Our God,"Brian Johnson, Jeremy Riddle, Joel Taylor",,missing_chords
to the highest place i48601,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to the highest place i48601,To The Highest Place,Rivers & Robots,,missing_chords
to you be the glory i1974,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to you be the glory i1974,To You be the glory,,C,missing_author
to you i5009,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\to you i5009,To You,,G,missing_author
tobymac me without you i42479,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\tobymac me without you i42479,TobyMac - Me without you,,,"missing_author,missing_chords"
today is the day i105825,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\today is the day i105825,Today is the Day,,,"missing_author,missing_chords"
touch me with your hand i100792,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\touch me with your hand i100792,Touch me with Your Hand,Hefzibah and Ps. Edwin Dadson,,missing_chords
trust and obey i108567,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\trust and obey i108567,Trust and obey,,D,missing_author
trust and obey i7024,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\trust and obey i7024,Trust and Obey,"Daniel Towner, John H. Sammis",,missing_chords
trust in the lord i104527,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\trust in the lord i104527,Trust in the Lord,,,"missing_author,missing_chords"
trust in you i108589,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\trust in you i108589,Trust In You,,D,missing_author
turn it up i103816,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\turn it up i103816,Turn it up,,E,missing_author
turn your eyes upon jesus by the glorious christ i93478,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\turn your eyes upon jesus by the glorious christ i93478,Turn Your Eyes Upon Jesus by The Glorious Christ,,C,missing_author
umbrella remix i42485,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\umbrella remix i42485,Umbrella Remix,,G,missing_author
uncreated one i42488,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\uncreated one i42488,Uncreated One,"Chris Tomlin, J. D. Walt",,missing_chords
unfailing love i42490,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\unfailing love i42490,Unfailing Love,"Chris Tomlin, Cary Pierce, Ed Cash",,missing_chords
unknown i54741,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\unknown i54741,Unknown,,,"missing_author,missing_chords"
unstoppable love i53550,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\unstoppable love i53550,Unstoppable Love,,,"missing_author,missing_chords"
up calvarys mountain one dreadful morn i54080,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\up calvarys mountain one dreadful morn i54080,Up Calvary's mountain one dreadful morn,,,"missing_author,missing_chords"
use me now my lord i104489,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\use me now my lord i104489,Use me now my Lord,,,"missing_author,missing_chords"
valentine i48162,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\valentine i48162,Valentine,Hillsong Worship,,missing_chords
victory chant i5200,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\victory chant i5200,Victory Chant,Joseph Vogels,E,missing_chords
victory i90444,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\victory i90444,Victory,Elevation Worship,,missing_chords
victory is mine i63972,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\victory is mine i63972,Victory is mine!,,E,"missing_author,missing_chords"
wake awake for night is flying i11275,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\wake awake for night is flying i11275,"Wake, Awake, for Night Is Flying","Nicolai, Phillipp (1556-1608)",C,missing_chords
wake i101141,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\wake i101141,Wake,,,"missing_author,missing_chords"
wasta i1936,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\wasta i1936,Wasta,Evan Rogers,,missing_chords
waste it all i48401,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\waste it all i48401,Waste it all,Kim Walker-Smith,C#m,missing_chords
water to wine i47573,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\water to wine i47573,Water To Wine,Hillsong United,,missing_chords
waterfall feat lucy grimble i48631,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\waterfall feat lucy grimble i48631,Waterfall (feat. Lucy Grimble),Jonathan Ogden,,missing_chords
waterfall i48471,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\waterfall i48471,Waterfall,Chris Tomlin,,missing_chords
we all believe in one true god i11276,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we all believe in one true god i11276,We All Believe in One True God,"Medieval, Luther, Martin (1483-1546), Medieval, Luther, Martin (1483-1546)",C,missing_chords
we are living with hope in yourself i53324,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we are living with hope in yourself i53324,"We are living with ""hope in yourself""",Darina Kochanzhi,,missing_chords
we are marching in the light of god i847,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we are marching in the light of god i847,We are marching in the light of God,,G,missing_author
we are marching over to jerusalem i64651,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we are marching over to jerusalem i64651,We are marching over to Jerusalem,,F,"missing_author,missing_chords"
we are on the winning side i64652,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we are on the winning side i64652,We are on the winning side,,C,"missing_author,missing_chords"
we bow down i1959,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we bow down i1959,We bow down,,,"missing_author,missing_chords"
we bow our hearts i1961,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we bow our hearts i1961,We bow our hearts,,G,missing_author
we bring a sacrifice of praise i92897,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we bring a sacrifice of praise i92897,We bring a sacrifice of praise,,D,missing_author
we choose the fear of the lord i93132,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we choose the fear of the lord i93132,We choose the fear of the Lord,,,"missing_author,missing_chords"
we come in your name i50,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we come in your name i50,We Come in Your Name,,,"missing_author,missing_chords"
we dance i46909,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we dance i46909,We Dance,Bethel Music,,missing_chords
we gather together i11277,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we gather together i11277,We Gather Together,"unknown, Dutch",D,missing_chords
we give you all the glory i61801,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we give you all the glory i61801,We give You all the glory,Julio Melgar,,missing_chords
we have a vision i108133,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we have a vision i108133,We have a Vision,"Mark Conner, Hosanna! Music",,missing_chords
we have overcome i48532,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we have overcome i48532,We Have Overcome,Rivers & Robots,,missing_chords
we know thee who thou art i11279,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we know thee who thou art i11279,We Know Thee Who Thou Art,"Hullah, John Pyke (1812-1884), Bright, William (1824-1901)",D,missing_chords
we plough the fields i7232,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we plough the fields i7232,We plough the fields,Jane M. Campbell,,missing_chords
we rest on thee i92586,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we rest on thee i92586,We Rest on Thee,"Jean Sibelius, Edith G. Cherry",,missing_chords
we shall overcome i64598,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we shall overcome i64598,We Shall Overcome,,Dm,"missing_author,missing_chords"
we step into freedom spontaneous i46912,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we step into freedom spontaneous i46912,We Step Into Freedom (Spontaneous),Bethel Music,,missing_chords
we three kings of orient are i7347,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\we three kings of orient are i7347,We Three Kings of Orient Are,"John H. Hopkins, Jr.",Em,missing_chords
