file_name,file_path,title,author,key,verse,pre_chorus,chorus,bridge,full_progression
man of sorrows what a name i1479,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\man of sorrows what a name i1479,"Man of sorrows, what a name","Bliss, Philip Paul (1838-1876)",A,1 6m 3 4 1 5 2 5 1 1 4 1 5 6m 4 1 1 1 6m 3 4 1 5 2 5 1 4 1 5 6m 4 1 1 1 6m 3 4 1 5 2 5 1 4 1 5 6m 4 1 1 1 6m 3 4 1 5 2 5 1 4 1 5 6m 4 1 1 1 6m 3 4 1 5 2 5 1 4 1 5 6m 4 1 1,,,,1 6m 3 4 1 5 2 5 1 1 4 1 5 6m 4 1 1 1 6m 3 4 1 5 2 5 1 4 1 5 6m 4 1 1 1 6m 3 4 1 5 2 5 1 4 1 5 6m 4 1 1 1 6m 3 4 1 5 2 5 1 4 1 5 6m 4 1 1 1 6m 3 4 1 5 2 5 1 4 1 5 6m 4 1 1
man wouldst thou live all blissfully i11285,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\man wouldst thou live all blissfully i11285,"Man, Wouldst Thou Live All Blissfully","Luther, Martin (1483-1546)",C,6m,,,,6m
marvelous light i42304,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\marvelous light i42304,Marvelous Light,Charlie Hall,G,1 4 2 1 4 1 4 2 1 4 1 4 1 4,6m 5 6m 4,1 4 6m 5 4,1 4 6m b6 4,1 4 2 1 4 1 4 2 1 4 1 4 1 4 6m 5 6m 4 1 4 6m 5 4 1 4 6m b6 4
mary did you know i6499,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\mary did you know i6499,Mary Did You Know?,"Mark Lowry, Buddy Greene, Kutless",G,6m 5 2m 3 6m 5 2m 3 2m 5 1 5 6m 2m 2m 3 6m 5 2m 3 2 6m 5 2m 3 2m 5 1 5 6m 2m 2m 3 6m 5 2m 3 6m 5 2m 3 2m 5 1 5 6m 2m 2m 3 6m,,,6m 5 2m 3 6m 5 2m 3 4 5 6m 5 4 2m 5 6m 3,6m 5 2m 3 6m 5 2m 3 2m 5 1 5 6m 2m 2m 3 6m 5 2m 3 2 6m 5 2m 3 2m 5 1 5 6m 2m 2m 3 6m 5 2m 3 6m 5 2m 3 2m 5 1 5 6m 2m 2m 3 6m 6m 5 2m 3 6m 5 2m 3 4 5 6m 5 4 2m 5 6m 3
may god be praised henceforth and blest forever i11211,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\may god be praised henceforth and blest forever i11211,May God be Praised Henceforth and Blest Forever,"German, Luther, Martin (1483-1546)",D,b6,,,,b6
may your wonders never cease i42306,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\may your wonders never cease i42306,May Your Wonders Never Cease,"Mac Powell, Brad Avery, David Carr, Mark Lee, Tai Anderson",C,6m 6m 5 1 6m 5 1 6m 5 1 2m 6m 1 3 6m 6m 5 1 6m 5 1 6m 5 1 2m 6m 1 3,,6m 4 1 5 6m 4 1 5,,6m 6m 5 1 6m 5 1 6m 5 1 2m 6m 1 3 6m 6m 5 1 6m 5 1 6m 5 1 2m 6m 1 3 6m 4 1 5 6m 4 1 5
meet with me i42307,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\meet with me i42307,Meet with Me,Lamont Hiebert,G,1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1,,1 4 5 1 b3 1 4 5 1 b3 1 4 5 1 b3 1 4 5 1,1 4 5 1,1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 b3 1 4 5 1 b3 1 4 5 1 b3 1 4 5 1 1 4 5 1
men of faith i12474,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\men of faith i12474,Men Of Faith,"Charlie Hall, Martin Smith",G,1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4,,1 4 5 1 4 5 6m 4 5 4 5 1,6m 4 6m 4 6m 4 1 b6 5,1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 5 4 1 4 5 1 4 5 6m 4 5 4 5 1 6m 4 6m 4 6m 4 1 b6 5
mention of your name i47643,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\mention of your name i47643,Mention of Your Name,Brian Johnson & Jenn Johnson,F,1 5 2m 1 5 2m 5 1 6m 5 1 6m 5 5 1 6m 5 5 1 1 5 2m 1 5 2m 5 1 6m 5 1 6m 5 1 6m 5 5 1 6m 5 5 1 6m 5 5 1 3 3,,,,1 5 2m 1 5 2m 5 1 6m 5 1 6m 5 5 1 6m 5 5 1 1 5 2m 1 5 2m 5 1 6m 5 1 6m 5 1 6m 5 5 1 6m 5 5 1 6m 5 5 1 3 3
mercy is falling i2645,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\mercy is falling i2645,Mercy is falling,David Ruis,D,1 4 1 5 1 4 6m 5 1 4 1 5 1,,1 4 5 1 6m 5 1 4 5 1,,1 4 1 5 1 4 6m 5 1 4 1 5 1 1 4 5 1 6m 5 1 4 5 1
mighty to save i8,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\mighty to save i8,Mighty to Save,"Reuben Morgan, Ben Fielding, Reuben Morgan",A,4 1 6m 1 5 4 1 6m 1 1 5 4 5 4 5 b2,,1 5 4 1 6m 5 1 5 4 1 6m 5,4 1 5 6m 4 1 5 6m,4 1 6m 1 5 4 1 6m 1 1 5 4 5 4 5 b2 1 5 4 1 6m 5 1 5 4 1 6m 5 4 1 5 6m 4 1 5 6m
miracles i46649,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\miracles i46649,Miracles,Jesus Culture,B,5m b6 5m b6 5m b6 5m b6,,b6 b3 b7 b6 b3 b7,b6 b7 b3 b6 b7 b3,5m b6 5m b6 5m b6 5m b6 b6 b3 b7 b6 b3 b7 b6 b7 b3 b6 b7 b3
missions flame i42311,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\missions flame i42311,Mission's Flame,Matt Redman,D,6m 4 5 5 3m 6m 6m 4 5 3m 6m,,1 5 4 1 5 4 3m 4 3m 4 5 6m 1 5 4 1 5 4 1 5 4 1 5 4 3m 4 3m 4 5 6m 4 5 3m,5 4 5 4 5 4 5 4,6m 4 5 5 3m 6m 6m 4 5 3m 6m 1 5 4 1 5 4 3m 4 3m 4 5 6m 1 5 4 1 5 4 1 5 4 1 5 4 3m 4 3m 4 5 6m 4 5 3m 5 4 5 4 5 4 5 4
moment by moment i11180,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\moment by moment i11180,Moment By Moment,"Moody, May Whittle (1870-1963), Whittle, Daniel Webster (1840-1901)",F,3 3m 3m 3 3 3 3m 3 3 3 3 3 3m 3 3 3m,,,,3 3m 3m 3 3 3 3m 3 3 3 3 3 3m 3 3 3m
more i42312,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\more i42312,More,Brian Doerksen,A,1 b2 1 b2 1 b2 1 1 b2 1 b2 1 1 5 1 5 1 5 1 1 5 1 5 1 1 b2 1 1,,4 1 1 4 1 1 4 6m 4 1 b2 1,,1 b2 1 b2 1 b2 1 1 b2 1 b2 1 1 5 1 5 1 5 1 1 5 1 5 1 1 b2 1 1 4 1 1 4 1 1 4 6m 4 1 b2 1
more i42313,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\more i42313,More,"Matthew West, Jason Houser, Kenny Greenberg",G,b7 2m 4 2 2 b7 2m 4 2 b3 b3 b7 b7 2m 4 2 2 b7 2m 4 2m b3 2m 2 2 2 2,b2 b3 b2 b3 2 b2 b3 b7 b2 b3 b2 b3 b2 b3 b7,4 2m b7 4 2m 1 2m 5 3m 1 5 3m 2 5 3m 1 5 3m 2,5m 4 4 5m 4 b2 b3 3m 5 3m 5 3m 5 3m 5 1 3m 5 1 3m 5 1 3m 5 1,b7 2m 4 2 2 b7 2m 4 2 b3 b3 b7 b7 2m 4 2 2 b7 2m 4 2m b3 2m 2 2 2 2 b2 b3 b2 b3 2 b2 b3 b7 b2 b3 b2 b3 b2 b3 b7 4 2m b7 4 2m 1 2m 5 3m 1 5 3m 2 5 3m 1 5 3m 2 5m 4 4 5m 4 b2 b3 3m 5 3m 5 3m 5 3m 5 1 3m 5 1 3m 5 1 3m 5 1
more i42314,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\more i42314,More,"Matthew West, Jason Houser, Kenny Greenberg",D,,,1 6m 4 1 6m 5 1 6m 4 1 6m 5,1m b7 b7 1m b7 #4 b6 6m 1 6m 1 6m 1 6m 1 4 6m 1 4 6m 1 4 6m 1 4,1 6m 4 1 6m 5 1 6m 4 1 6m 5 1m b7 b7 1m b7 #4 b6 6m 1 6m 1 6m 1 6m 1 4 6m 1 4 6m 1 4 6m 1 4
most high i1826,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\most high i1826,Most High,Hillsong,F#,b6 b3 b2 b3 b6 b3 b2 b3 b6 b6 b3 b2 b3 b6 4m b2 b3 b6 b3 b2 b3 b6 b6 b3 b2 b3 b6 b6 b3 b2 b3 b6 4m b2 b3 b6 b3 b2,,b3 4m b3 b2 b3 4m b2 b6 b3 4m b2 b6 b3 b2 b3 b6,,b6 b3 b2 b3 b6 b3 b2 b3 b6 b6 b3 b2 b3 b6 4m b2 b3 b6 b3 b2 b3 b6 b6 b3 b2 b3 b6 b6 b3 b2 b3 b6 4m b2 b3 b6 b3 b2 b3 4m b3 b2 b3 4m b2 b6 b3 4m b2 b6 b3 b2 b3 b6
my chains are gone i1844,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my chains are gone i1844,My Chains are gone,"Chris Tomlin, Carrell, James P. (1787-1854), Clayton, David L., Newton, John (1725-1807), John Newton, Chris Tomlin, John Newton",C,1 4 1 5 6 1 4 1 5 1 6m 1 4 1 5 1 4 1 5 1 1 4 1 5 1 4 1 5 1 b7 b7 1 4 1 5 1 4 1 5 1,,4 1 4 1 5 4 6m 6 5 1,,1 4 1 5 6 1 4 1 5 1 6m 1 4 1 5 1 4 1 5 1 1 4 1 5 1 4 1 5 1 b7 b7 1 4 1 5 1 4 1 5 1 4 1 4 1 5 4 6m 6 5 1
my dear i48634,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my dear i48634,My Dear,Bethel Music,E,1m b7 b3 b6 1m b7 b3 b7 4m 4m 1m b7 b3 b6 1m b7 b3 b7,,1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7,1m b6 b3 b7 1m b6 b3 b7 b3 b7 b3 b7 b3 b3 b7,1m b7 b3 b6 1m b7 b3 b7 4m 4m 1m b7 b3 b6 1m b7 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 1m b6 b3 b7 b3 b7 b3 b7 b3 b3 b7
my deliverer i42317,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my deliverer i42317,My Deliverer,Rich Mullins,G,6m 4 1 2 4 6m 2 6m 4 1 4 6m 6m 4 1 2 4 6m 6m 4 1 4 6m,,6m 4 6m 4 1 5 4 5 6m 4 6m 4 1 5 4,4 1 4 1 4 4 1 4 1 4 4 1 4 1 4,6m 4 1 2 4 6m 2 6m 4 1 4 6m 6m 4 1 2 4 6m 6m 4 1 4 6m 6m 4 6m 4 1 5 4 5 6m 4 6m 4 1 5 4 4 1 4 1 4 4 1 4 1 4 4 1 4 1 4
my everything i75735,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my everything i75735,My Everything,Owl City,G,1 5 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 2 1 2 1 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 2 5 1 2 1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 6m 3m 2 1 5 2 1 3m 2 1 5 2 1 3m 6m 1 2 1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 6m 3m 2 1 5 2 3m 1 6m 3m 2 1 5 2 1 6m 3m 2,,1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 6m 3m 2 1 5 2 1 6m 3m 2,,1 5 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 2 1 2 1 5 2 1 6m 3m 2 1 5 2 1 6m 3m 2 1 2 5 1 2 1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 6m 3m 2 1 5 2 1 3m 2 1 5 2 1 3m 6m 1 2 1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 5 2 3m 1 6m 3m 2 1 5 2 3m 1 6m 3m 2 1 5 2 1 6m 3m 2 1 5 2 3m 1 5 2 3m 2m 1 5 2 3m 1 6m 3m 2 1 5 2 1 6m 3m 2
my eyes are dry i42318,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my eyes are dry i42318,My Eyes Are Dry,Keith Green,A,1 5 4 1 2m 6m 5 1 5 4 1 2m 6m 5 1 1 4 4 3m 2m 1 5 1 4 3m 2m 1 5 4 1,,,,1 5 4 1 2m 6m 5 1 5 4 1 2m 6m 5 1 1 4 4 3m 2m 1 5 1 4 3m 2m 1 5 4 1
my faith i76275,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my faith i76275,My Faith,"Triumphant Voices, Marben Christopher Urgino",A,1 4 5 1 4 5 4 5 1 6m 4 5 1,4 5,1 6m 4 5 1 6m,4 5 4 5 4 5,1 4 5 1 4 5 4 5 1 6m 4 5 1 4 5 1 6m 4 5 1 6m 4 5 4 5 4 5
my faith looks trustingly i11182,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my faith looks trustingly i11182,My Faith Looks Trustingly,"Mason, Lowell (1792-1872), Palmer, Ray (1808-1887)",D,b6 5 5,,,,b6 5 5
my faith looks up to thee i11182,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my faith looks up to thee i11182,My Faith Looks Up To Thee,"Mason, Lowell (1792-1872), Palmer, Ray (1808-1887)",D,b6 5 5,,,,b6 5 5
my father is rich in houses and lands i11047,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my father is rich in houses and lands i11047,My Father is Rich in Houses and Lands,"Sumner, John Bunnell (1838-1918), Buell, Harriet Eugenia Peck (1834-1910)",Eb,#4 #4 #4 5 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4,,,,#4 #4 #4 5 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4 #4
my fathers house i42029,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my fathers house i42029,My Father's House,"Barry Blair, Bob Herdman, Mark Stuart, Will McGinniss",G,1 6m 4 1 6m 4 1 6m 4 2 2 2 1 6m 4 5 4 2 2 2 2 2 2 2,,1 4 1 4 1 5 1 2 5 1 2 5 1 2 5 1 2,,1 6m 4 1 6m 4 1 6m 4 2 2 2 1 6m 4 5 4 2 2 2 2 2 2 2 1 4 1 4 1 5 1 2 5 1 2 5 1 2 5 1 2
my god you are my hope i106563,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my god you are my hope i106563,"My God, You are my hope",Vitaliy Yefremochkin,G,1 5 6m 4 1 5 6m 4 4 5 1 5 2m 2m 1 4 1 5 2m 2m 1 4 6m 4 1 5,,,6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5,1 5 6m 4 1 5 6m 4 4 5 1 5 2m 2m 1 4 1 5 2m 2m 1 4 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5 6m 4 1 5
my greatest love is you i4529,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my greatest love is you i4529,My Greatest Love is You,Russell Fragar,C,1 5 4 1 5 4 4 1 4 5 1 4 1 5 4 1 5 4 1 4 5 1,,,,1 5 4 1 5 4 4 1 4 5 1 4 1 5 4 1 5 4 1 4 5 1
my heart will trust i109348,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my heart will trust i109348,My heart will trust,Hillsong Worship,D,b2 1 5m 2m 4 1 2m b7 4 1 2m b7 b2 1 5m 2m b2 1 5m 2m,,4 1 2m b7 4 1 2m b7 2 4 1 2m b7 4 1 2m b7 4 1 2m b7 4 1 2m b7 2 4 1 2m b7 4 1 2m b7 4 1 2m b7,,b2 1 5m 2m 4 1 2m b7 4 1 2m b7 b2 1 5m 2m b2 1 5m 2m 4 1 2m b7 4 1 2m b7 2 4 1 2m b7 4 1 2m b7 4 1 2m b7 4 1 2m b7 2 4 1 2m b7 4 1 2m b7 4 1 2m b7
my heart your home i110157,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my heart your home i110157,My heart your home,Maverick City Music,D,1 5 1 5 1 5 1 5 1 5 1 5 1 5 6m 5 1 5 1 5 1 5 3m 2 1 5 1 5 1 5 3m 2 6m 5 6m 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 1 5 1 5 1 5 1 5 6m 5 1 5 1 5 5 1 5 1 5 6m 5 1 5 1 5 3m 2 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 1 5 1 5 5 1 5 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 7 3m 1 5 6m 5 7 3m 1 5 6m 5 7 3m 1 5 6m 5 1 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5,,,,1 5 1 5 1 5 1 5 1 5 1 5 1 5 6m 5 1 5 1 5 1 5 3m 2 1 5 1 5 1 5 3m 2 6m 5 6m 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 1 5 1 5 1 5 1 5 6m 5 1 5 1 5 5 1 5 1 5 6m 5 1 5 1 5 3m 2 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 1 5 1 5 5 1 5 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 1 5 5 1 5 7 3m 1 5 6m 5 7 3m 1 5 6m 5 7 3m 1 5 6m 5 7 3m 1 5 6m 5 1 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5 6m 5 6m 5 6m 5 1 5 6m 5
my hope in god i46224,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my hope in god i46224,My hope in God,Дарина Кочанжи,Bb,1m 2 5m b3 1m 2 5m 1m 2 5m b3 1m 2 5m 1m 2 b7 5m 1m 4 b7 5m 1m 2 b7 5m 1m 2 5m 2m 3 1 6m 2m 5 1 6m 2m 3 1 6m 2m 3 6m,,,,1m 2 5m b3 1m 2 5m 1m 2 5m b3 1m 2 5m 1m 2 b7 5m 1m 4 b7 5m 1m 2 b7 5m 1m 2 5m 2m 3 1 6m 2m 5 1 6m 2m 3 1 6m 2m 3 6m
my hope is built i11183,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my hope is built i11183,My Hope Is Built,"Dykes, John Bacchus (1823-1876), Mote, Edward (1797-1874), Edward Mote and John B. Dykes",C,3 7 6 7 3 3 7 6 7 3 3 7 6 7 3 3 7 6 7 3 3 7 6 7 3 3 7 6 7 3 3 7 6 7 3 3 7 6 7 3,,3 6 3 b2m 7 3 7 3,,3 7 6 7 3 3 7 6 7 3 3 7 6 7 3 3 7 6 7 3 3 7 6 7 3 3 7 6 7 3 3 7 6 7 3 3 7 6 7 3 3 6 3 b2m 7 3 7 3
my hope is built on nothing less i1977,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my hope is built on nothing less i1977,My hope is built on nothing less,"Edward Mote, Hillsong",Db,7 3 #4 b6m b6m 3 #4 7 7 3 #4 b6m b6m 3 #4 7 3 #4 7 7 3 #4 b6m b6m 3 #4 7,,3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7,,7 3 #4 b6m b6m 3 #4 7 7 3 #4 b6m b6m 3 #4 7 3 #4 7 7 3 #4 b6m b6m 3 #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7 3 b6m #4 7
my jesus as thou wilt i11184,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my jesus as thou wilt i11184,"My Jesus, As Thou Wilt","von Weber, Carl Maria Friedrich Ernst (1786-1826), Schmolck, Benjamin (1672-1737)",Eb,5 5 5 5 5,,,,5 5 5 5 5
my jesus i love thee i42320,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my jesus i love thee i42320,"My Jesus, I Love Thee","Adoniram Judson Gordon, William R. Featherston",F,6 2 6 3 6 6 2 6 3 6 6 2 7m 6 3 6 3 6 2 #4m 6 7 3 7 #4 7 7 3 7 #4 7 4 4 7 3 b2m 7 #4 3 3 7 #4 7 3 b6m 7,,,,6 2 6 3 6 6 2 6 3 6 6 2 7m 6 3 6 3 6 2 #4m 6 7 3 7 #4 7 7 3 7 #4 7 4 4 7 3 b2m 7 #4 3 3 7 #4 7 3 b6m 7
my jesus my saviour i60,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my jesus my saviour i60,"My Jesus, My Saviour",Darlene Zschech,A,1 5 6m 5 4 1 4 1 6m b7 4 5 4 1 5 6m 5 4 1 4 1 6m b7 4 5,,1 6m 4 4 5 1 6m 4 5 6m 4 5 6m 5 1 6m 4 4 5 1 6m 4 5 6m 4 5 1,,1 5 6m 5 4 1 4 1 6m b7 4 5 4 1 5 6m 5 4 1 4 1 6m b7 4 5 1 6m 4 4 5 1 6m 4 5 6m 4 5 6m 5 1 6m 4 4 5 1 6m 4 5 6m 4 5 1
my life is in you lord i1661,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my life is in you lord i1661,"My life is in you, Lord",Daniel Gardner,G,1 6m 4 1 5,,4 5 1 4 5 1 5 1 6 2m b7 2m 5,,1 6m 4 1 5 4 5 1 4 5 1 5 1 6 2m b7 2m 5
my life is in your hands i25569,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my life is in your hands i25569,My life is in your hands,John de Jong,A,1 4 5 1 1 4 5 1 1 4 5 1 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 1 4 5 1,,,,1 4 5 1 1 4 5 1 1 4 5 1 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 4 5 1 1 1 4 5 1
my lighthouse i47512,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my lighthouse i47512,My lighthouse,Rend collective,C,1 4 1 4 1 5 1 4 1 4 1 5 1 4 1 5 1,,4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 5 4 1 5 4 1 5 1,,1 4 1 4 1 5 1 4 1 4 1 5 1 4 1 5 1 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 6m 5 4 1 5 4 1 5 4 1 5 1
my neighbor i11185,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my neighbor i11185,My Neighbor,"Tallis, Thomas (1505-1585), Fleischmann, John G. (1960-)",G,2,,,,2
my redeemer lives i158,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my redeemer lives i158,My Redeemer Lives,Reuben Morgan,B,4 b7 4 b7 4 b7 4 b7 4 b7 4 b7 4 b7 4 b7,b7,4 b7 2m 4 b7 2m,b3 b7 4 5m 4,4 b7 4 b7 4 b7 4 b7 4 b7 4 b7 4 b7 4 b7 b7 4 b7 2m 4 b7 2m b3 b7 4 5m 4
my savior my god i12488,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my savior my god i12488,My Savior My God,"Aaron Shust, Dorothy Dora Greenwell",D,1 5m 6m 5 1 5,4 1 b6 1,6m 4 1 5 6m 4 1 5,,1 5m 6m 5 1 5 4 1 b6 1 6m 4 1 5 6m 4 1 5
my saviors love i11186,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my saviors love i11186,My Savior's Love,"Gabriel, Charles Hutchinson (1856-1932)",G,1 5 4 1 4 1 1 5 1 2,,1 1 5 5 1 5 6m 2m 1 b6 5 1,,1 5 4 1 4 1 1 5 1 2 1 1 5 5 1 5 6m 2m 1 b6 5 1
my saviour i89952,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my saviour i89952,My Saviour,"MARBEN CHRISTOPHER URGINO, Triumphant Voices Band JCKC",C,1 6m 4 5 1 6m 4 5 3m 4 5 1 4 5 6m 4 5,,1 6m 4 5 1 6m 4 5 1,4 5 4 5,1 6m 4 5 1 6m 4 5 3m 4 5 1 4 5 6m 4 5 1 6m 4 5 1 6m 4 5 1 4 5 4 5
my saviour king i109236,C:\Users\littl\Documents\Codex Projects\worship-song-finder\data\raw\opensong\my saviour king i109236,My Saviour King,Cameron Mendes,G,1 6m 4 2m 5 b7 5 1,,5 1 5 2m 5 1 1 5 2m 5 1,,1 6m 4 2m 5 b7 5 1 5 1 5 2m 5 1 1 5 2m 5 1
