Song Title,Artist,Song Key,Intro,Pre-Chorus,Chorus,Bridge,Outro
No one like you,David Crowder Band,G,G G Em D C       ,,E E E G D Em C E E E G Em G D Em C D C D C G D                             ,D E D D C D C D E D D C E E G G D C E E G G C C G G G G            ,
O Come O Come Emmanuel,David Crowder Band,Am,       ,,                                ,            ,
O Holy Night,David Crowder Band,B,       ,,G#m D#m C#m G#m B F# B E B F# B E B E B E B E B F# B                               ,            ,
O Praise Him All This For A King,David Crowder Band,Bb,       ,,Bb F Gm Eb Cm                                ,F Eb F Eb F Eb F Eb Eb            ,
"O, For A Thousand Tongues To Sing",David Crowder Band,G,       ,,                                ,            ,
Obsession,David Crowder Band,C#m,C#m Bsus4 A2       ,,A2 Bsus4 E/G# A2 Bsus4 E5                                ,            ,
Oh Great God Give Us Rest,David Crowder Band,B,B F# C#/F B F# C#/F D#m B F# B F# C#/F B F# C#/F B F# C#/F B F# C#/F B F# C#/F B F# C#/F B F# C#/F B F# C#/F B F# C#/F B F# C#/F B F# C#/F D#m B F# D#m B F# D#m B F# C#/F D#m B F# C#/F B F# C#/F D#m       ,,                                ,            ,
Oh Great Love Of God,David Crowder Band,G,Em C G D       ,,Em G D Em G D Em G D C G Em D  Em G D Em G D Em G D Em G D Em G D C G Em D C G Em D                              ,C G D A C G Em C G D Em C G D            ,
Oh Happiness,David Crowder Band,G,G C E D       ,,G C E D G C E D                                ,C G E D C G E D            ,
Oh My God,David Crowder Band,G,       ,,G Bm D G Bm D G A D                                ,G Bm D G Bm D            ,
Oh Praise Him,David Crowder Band,G,       ,,                                ,            ,
Oh The Glory Of It All,David Crowder Band,D,D D/F# A A/C# A/E D D/F# A A/C# A/E G D/F# D A/C# G A G D/F# D A/C# G D/F# D A/C# G D/F# D A/C# G A G/B A/C# G A G/B A/C#       ,,                                ,            ,
Only You,David Crowder Band,C,       ,,C2 G/B Am F C2 G/B Am F                                ,C2 G/B Am F C2 G/B Am F C2 G/B Am F            ,
Open Skies,David Crowder Band,Em,Em C C2 Em D C Em D       ,,E C G G G D G D C E F E E G Em D C C2 Em D G D E C D D G G D E E E E C G G D E C D D G G D E E E C E E G G D C                             ,            ,
Our Love is Loud,David Crowder Band,E,       ,,                                ,            ,
Phos Hilaron,David Crowder Band,Em,       ,,                                ,            ,
Rain Down,David Crowder Band,Bm,       ,,                                ,            ,
Remedy,David Crowder Band,F,F C Bb2/D       ,C Dm7 Bb2 Bb2 C Dm7 Bb2 Bb2,C Dm7 Bb2 Bb2 C Dm7 Bb2 Bb2 F Bb2 F Bb2 F C Bb2 F C Bb2 C Dm7 Bb2 Bb2 G F Bb2 F Bb2 F C Bb2 F C Bb2 F Bb2 F Bb2 F C Bb2 F C Bb2/D F C Bb2/D F C Bb2/D F C Bb2/D  F Bb2 F Bb2 F C Bb2 F C Bb2 F C Bb2 F C Bb2 F C Bb2 F C/E Bb2 F C Bb2/D F C Bb2/D F C Bb2/D F C Bb2/D F                          ,C Dm7 Bb2 Bb2 C Dm7 Bb2 Bb2            ,
Rescue Is Coming,David Crowder Band,E,       ,G#m C#m Emaj7 G#m C#m Emaj7 A G#m C#m Emaj7,G#m C#m Emaj7 G#m C#m Emaj7 A G#m C#m Emaj7 B F# D#m E B F# E B F# D#m E G#m C#m Emaj7 G#m C#m Emaj7 A G#m C#m Emaj7 B F# D#m E B F# E B F# D#m E B F# D#m E B F# E B F# D#m E G#m/F#/C#m/Emaj7                            ,            ,
Revolutionary Love,David Crowder Band,C,C Cmaj7 C Cmaj7 C C Cmaj7       ,,G Em C G Em C G                                ,C Em C Em C Em C            ,
Sequence 4 God You Came,David Crowder Band,Bm,Bm7 Bm7/A G D A/C# Bm7 Bm7/A G Em Bm7 A/C# D A G Bm7 D Em G A Bm7 Bm7/A G D A/C# Bm7 Bm7/A G D F#7 Bm7 Bm7/A G D A/C# Bm7 Bm7/A G Em Bm7 A/C# D A G Bm7 D Em G A Bm7 Bm7/A G D A/C# Bm7 Bm7/A G D F#7 G D Em D       ,,                                ,            ,
Shadows,David Crowder Band,C#m,       ,,                                ,            ,
Sing Like The Saved,David Crowder Band,E,       ,,E A5 E A5 E A5                              ,            ,
Sms Shine,David Crowder Band,G,       ,,G C Em D G C Em D G C Em D G C Em D                                ,G C Em D            ,
Sometimes,David Crowder Band,B,B F# C#       ,B F# C# B F# C# B F# C# B F# C# B F# C#,B F# C# B F# C# B F# C# B F# C# B F# C# D#m B F# C# D#m B F# C# B F# C#                               ,B F# C# B F# C# B F# C# B F# C#            ,
Stars,David Crowder Band,D,D Dsus D Dsus D Dsus  D Dsus     ,,D D A G E E A G D E G D Dsus D Dsus D D A G E E A G D E G A                              ,D E E G E A E D G E A G E E A G E A G            ,
Thank You For Hearing Me,David Crowder Band,E,E E E C#m E A E B E E E C#m E A E B E E E C#m E A E B E E E C#m E A E B E E E C#m E A E B E E E C#m E A E B E E E C#m E A E B E       ,,                                ,            ,
The Glory of It All,David Crowder Band,B,B B/C# F# B B/C# F# F#/A# F#/C#       ,,                                ,E B/C# B F#/A# E B/C# B F#/A# E B/C# B F#/A# E B/C# B F#/A# F#/A# E F# E F# E F# E F# E F# E F# E F# E F# E/G# F#/A#)            ,
The Heights,David Crowder Band,Am,       ,, Am G7sus F7 F7 Am G7sus F7 F7 Am G7sus F7 F7 Am G7sus F7 F7 Am G7sus F7 F7 Am G7sus F7 F7                              ,            ,
The Lark Asceding,David Crowder Band,C,C C7 Dm7 C       ,,                                ,            ,
The Lark Ascending (Im Just Trying To Make You Sing),David Crowder Band,D,D D7 Em7 D       ,,                                ,            ,
The Nearness,David Crowder Band,A,       ,F G F G,F G F G A A F G A A F G F G F G   A A F G A A F G                           ,A A F G            ,
This I Know,David Crowder Band,E,       ,C G C G D,C G C G D C G C G D C G C G D C G D C G D C G D C G D                              ,            ,
Undignified,David Crowder Band,A,       ,,A D A E A D A E E D A E A D A E                                ,A A            ,
We Won't Be Quiet,David Crowder Band,C,C G F       ,,C G F C G F C G F C G F C C G G F F C G F C G F C G F C G F                               ,            ,
Whole World In His Hands,David Crowder Band,E,       ,, D Bm7 Asus A D Bm7 Asus A Bm7 Gmaj7 F# Gmaj7 F#m A D Gmaj7 A D Gmaj7 A G E) Bm7 Gmaj7 F# Gmaj7 F#m                              ,            ,
Wholly Yours,David Crowder Band,G,       ,,                                ,E E E D/F# E F D E F C G/B D D E G E E G D/F# C E G E G D C G D C G D Em E F E G C G D C G D C G D G G/B C G G/B C G G/B C D F D D Em C Em C E G            ,
Wonder,David Crowder Band,A,A Asus A Asus A Asus A D2 Asus A Asus A D2 F#m7 A E5 F#m7 A E5       ,,D2 A E5 F#m7 D2 A E5 D2 A E5 F#m7 D2 A Dadd4 F#m7 D2 E5 F#m7 D2 E5 A                                ,D A F#m7 E D A F#m7 E F#m7 A E D F#m7/A E            ,
Wonder,David Crowder Band,G,G Gsus G Gsus G Gsus G C2 Gsus G Gsus G C2 Em7 G D5 Em7 G D5       ,,C2 G D5 Em7 C2 G D5 C2 G D5 Em7 C2 G Dadd4 Em7 C2 D5 Em7 C2 D5 G                                ,C G Em7 D C G Em7 D Em7 G D C Em7/G D            ,
Wonderful King,David Crowder Band,C,       ,,Dm C/E F C/E Dm C/E F C/E Dm C/E F C C/E F C C/E F                               ,Dm C/E F G            ,
You Alone,David Crowder Band,E,E G A E G# A E G# A E G# A E E G A) E G# A E G# A E G# A E A E G# A E G# A B E G# A E G# A       ,,                                ,            ,
You Are My Joy,David Crowder Band,E,       ,G#m7 F# E F# G#m7 F# E E B E B E B,G#m7 F# E F# G#m7 F# E E B E B E B                                ,            ,
You Never Let Go,David Crowder Band,E,       ,,                                ,            ,
Youre Everything,David Crowder Band,A,A D       ,,A D A D                                ,            ,
Aint No Grave,David Crowder,E,E Asus2 E Asus2 E Bsus       ,,Asus2 E Bsus Asus2 E Bsus Asus2 E Bsus Asus2 E Bsus C#m7 Asus2 E Bsus E                                ,            ,
Come Thou Fount,David Crowder,C,C G F G C       ,,                                ,            ,
Come Thou Fount,David Crowder,C,C G F G C       ,,                                ,            ,
Here Is Our king,David Crowder,G,       ,D C D C D C,G G/B C G G/B C D C D C D C                               ,Em D/F# G Am7 G/B C D)            ,
I Am,David Crowder,C,       ,,C Am7 F C C Am7 F C                               ,C Csus C Csus Am7 G C/E F G Am7 Am7 G/B C2 F            ,
Make A Joyful Noise,David Crowder,A,       ,C2 G/B C2 G/B C2 G/B C2 G/B D/F# C2 G/B C2,C2 G/B C2 G/B C2 G/B C2 G/B D/F# C2 G/B C2 G2 D/F# Em7 C2 G2 D/F# Em7 C2 G2 D/F# Em7 C2)                               ,G2 D/F# Em7 C2 G2 D/F# Em7 C2 G2 G2 D/F# Em7 C2            ,
Make A Joyful Noise/ I Will Not Be Silent,David Crowder,Bm,       ,,C G/B C G/B D C G/B C G/B D C G D Em C G D Em C G                               ,G D Em C G D Em C G D Em C            ,
My Sweet Lord,David Crowder,G,       ,,C G C G/B G C G C G/B G D C G D G D/F# G C G C G/B G C G C G/B G C G C G/B G D C G D G D/F# G                               ,            ,
O Praise Him,David Crowder,G,       ,D/F# C2 D/F# C2 D/F# C2 D/F# C2,D/F# C2 D/F# C2 D/F# C2 D/F# C2 G D/F# Em7 C2 A7sus G D/F# Em7 C2 A7sus                              ,D/F# C2 D/F# C2 D/F# C2 D/F# C2            ,
Our Love Is Loud,David Crowder,E,E B2 C#m A2       ,,E B2 C#m A2                                ,E F#m C#m A2 A2 B2 C#m B/D# A2 B2 C#m B/D#            ,
Arms Of My Father,David Chumchal,G,       ,,G D/F# Am7/G C G D/F# Am7/G C D/F# G C D)                                ,            ,
You Know Better Than I,David Campbell,A,       ,,                                ,F C Am G A F C Am G D F C Am G D D E B E G#m F# B E F# D G Bm A B E G#m A E F# B            ,
Daughters Of Jerusalem,David Brymer,E,       ,A C#m G#m A2 B,A C#m G#m A2 B E/G# B A F#m E                               ,            ,
Daughters Of Jerusalem,David Brymer,C,       ,A Dbm Abm A2 B,A Dbm Abm A2 B E/Ab B A Gbm E                               ,            ,
Worthy of It All,David Brymer,F,       ,,C G F G C                                ,C G Am F            ,
Worthy of It All,David Brymer,C,       ,,C G F G C                                ,C G Am F            ,
Heroes,David Bowie,D,D G D G       ,,                                ,C D Am Em D C G D            ,
I Can't Stay Here,David and Nicole Binion,G,Em D C       ,,G D Em C G D Em C G D Em C D G G D Em C G D Em C G D Em C D G G D Em C G D Em C G D Em C D G G D Em C G D Em C G D Em C D G C D Em C D                             , C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C D Em Bm C   C D Em Bm C D Em Bm       ,
អធិស្ឋាន​សម្រាប់​កម្ពុជា,Dave Richards,A,       ,,                                ,            ,
Speak To Me,Dave Lubben,G,G5 Asus D/F# G5 Asus D/F#       ,,                                ,            ,
Come let us worship,Dave Doherty,D,       ,,                                ,            ,
Take Me In,Dave Browning,Em,       ,,Em D/E Am7 Am7/D Em Cmaj7 C/D Em D/E Am7 Am7/D A/B Em                                ,            ,
All Hail The Lamb,Dave Bilbrough,G,       ,,                                ,            ,
I Am A New Creation,Dave Bilbrough,C,       ,,                                ,            ,
Shout Shout for Joy,Dave Bell,C,       ,,                                ,            ,
Nothing Fancy,Dave Barnes,G,       ,,G Em C G Em C G Em C G Em C D G G C D G C D G C D Fm D G                                ,            ,
Amen,Dave Barnes,G,       ,,                                ,            ,
Annie,Dave Barnes,C,C F C F C F C       ,,                                ,F C D9 D7sus4 D7 G            ,
Brothers And Sisters,Dave Barnes,Em,Em7 Bm7 Am7       ,,Em7 Bm7 Am7 Em7 Bm7 Am7 G Bm7 Dmaj7 G D G E7/G# Em7 Bm7 Am7                               ,            ,
Carry Me Through,Dave Barnes,G,       ,,Em C G D C G Em C G D C G A E A D E D A F#m D A E D A F#m D A E D A E F#m D G E F#m D D E A                                ,            ,
Chameleon,Dave Barnes,Db,Db7 C7 B7 Bb7       ,,E7 A7 E7 A7 E7 Db7 C7 B7 Bb7 E7 A7 E7 A7 E7 E7 A7 E7 A7 E7                              ,D7 A7 E7 D7 A7 B7 E7 A7 E7 E7 A7 E7 A7 E7 A7 B7            ,
Close Your Eyes,Dave Barnes,D,       ,,                                ,            ,
Crazyboutya,Dave Barnes,E,E7       ,,E7 A7 E7 A7 B7 E7 E7 A7 E7 A7 B7 E7 E7 A7 E7 A7 B7 E7 A7 E7 A7 B7 E7 E7                              ,E7 A7 G7 A7 E7 A7 G7 A7 E7 A7 G7 A7 F#7 B7            ,
Darling,Dave Barnes,G,G C G D Em F D G       ,,D G C G D G C G D G D G C G D G C G D G D G C G D G C G D G C G D G C G D G                              ,            ,
Family Tree,Dave Barnes,C,       ,,                                ,            ,
God Gave Me You,Dave Barnes,E,Aadd9 E C#m B       ,,Aadd9 E C#m B Aadd9 E C#m B Aadd9 E C#m B F#m Aadd9 B Aadd9 E C#m B Aadd9 E C#m B Aadd9 E C#m B F#m Aadd9 B Aadd9 E C#m B Aadd9 E C#m B Aadd9 E C#m B Aadd9 E C#m B Aadd9 E C#m B F#m Aadd9 B                              ,C#m Aadd9 E B C#m Aadd9 E B            ,
Good,Dave Barnes,G,G       ,, C G D C G C C/B Am D G C C G D C G C C/B Am D C G D C G C C/B Am D G                             ,C G D Em G D C G Em G/B C Dsus            ,
Headlights,Dave Barnes,G,       ,,Em D G D Em D G Em D G G D Em G G D Em D G D Em G G D Em D Em D G D Em D G Em D G                               ,            ,
I Have And Always Will,Dave Barnes,E,       ,,C#m A E B/D# C#m A Bsus B A E A E A B B7 E                                ,B F#m7 B F#m7            ,
La Song,Dave Barnes,Am,Fmaj7 Am G Am Fmaj7 Am G G/C       ,,G Dm Am F C Dm C Fmaj9 G Dm Am F C Dm C Fmaj9 G Fmaj7 G Dm Am F C Dm C Fmaj9 G Dm Am F C Dm C Fmaj9 G Am Am G Am Em Am G Am Em                               ,            ,
Little Lies,Dave Barnes,D,D A Bm G       ,,D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G                              ,A D G D A D G D A D G D            ,
Love In The Remains,Dave Barnes,A,       ,,E F#m7 G#m7 A2 B2 E E F#m7 G#m7 A2 B2 E F#m7 G#m7 A2 B2 E E F#m7 G#m7 A2 B2 A2                                ,A2 C#m B2 E F#m7 G#m7 Am7 G D/F# A2 E B2 A2            ,
Meet Me At The Mistletoe,Dave Barnes,E,       ,,Bmaj7 A# D#m G# G#m A#m7 Bmaj7 C# F#                                ,C#m7 F#7 Bmaj7 D#m7 G#7 G#m7 C#            ,
Miles To Go,Dave Barnes,Bm,Bm F#m Bm F#m Bm F#m Em F#m       ,,G D Bm A G D A A/B A/C A/D G D Bm A Em A Bm F#m Bm F#m Em F#m G D Bm A G D A A/B A/C A/D G D Bm A Em A G D Bm A G D A A/B A/C A/D G D Bm A G G/F# A F#m Bm                             ,G F# F#7 E E7 E7/F# G F#7 G            ,
My Love My Enemy,Dave Barnes,C,C F C F       ,,F C G Am F C G F C G Am F C G Dm F C F C F F C G Am F C G F C G Am F C G Dm F F C G Am F C G F C G Am F C G Dm F C F C F C F C F                              ,Am G F C Am G F C Am G F C G            ,
On A Night Like This,Dave Barnes,G,Cadd9 F#m7#5 G Em7 F#m7#5 G Am7 D D/F# G C D G)       ,,Em B7/D# G/D Em6/C# C G G/B C Em6/C# Dsus4 D Dsus4 D Em B7/D# G/D Em6/C# C G G/B C Em6/C# Dsus4 D                               ,            ,
Prayers Of The Saints,Dave Barnes,Dm,       ,,Am E Am E F E Am E Am E F E Dm Am7 F Dm Am7 F Am E Am E F E Am E Am E F E                               ,F G Am F G Am F G Am F E            ,
Sticks And Stones,Dave Barnes,G,       ,,C D G C C D Em C D G C Em D G                                ,D G C D G C            ,
Stories To Tell,Dave Barnes,C,Fmaj7 Cmaj7 Fmaj7 C9 C Cmaj7       ,C G,C G C Am Em Fmaj7 F C Am F G G Fmaj7 C G C Am Em Fmaj7 F C Am F G G F C Am Em Fmaj7  C Am Em Fmaj7 F C Am F G G F                          , F C Am G F C Am G F C Am G F C Am C9 C Cmaj7          ,
Sunset Santa Fe,Dave Barnes,C,C F       ,,F C G F C F C G F C F C G F C                              ,            ,
Until You,Dave Barnes,D,       ,,                                ,            ,
What I Need,Dave Barnes,D,D A C G7       ,,C F Am F C F Am F D A C G7 D A C G7 C F Am F C F Am F C F Am F C F Am F C F Am F C F Am F C F Am F C F Am F                              ,G C G F G C G F G C G F G C G F G C            ,
What We Want What We Get,Dave Barnes,B,       ,Gaug B,Gaug B D#m B E D#m B G#m B F# G#m B E B E B F# B Bm B                               ,D#m A#m G#m D#m F# D#m G#m D#m B D#m F#m F#m Aaug            ,
When A Heart Breaks,Dave Barnes,G,G C       ,,G Em Bm C G Em Bm C Am D G Em Bm C G Em Bm C Am D C G D G Em Bm C G Em Bm C Am D                              ,            ,
White Flag,Dave Barnes,D,D A Bm G       ,D A Bm G D A Bm G,D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G Em G A D A Bm G  D A Bm G D A Bm G D A Bm G                          ,Em D A Em            ,
Wildfire Heart,Dave Barnes,C,Csus4 C Csus2 Am F G       ,,F C F C F Am Em Em F F Csus4 C Csus2 C Am F G F C F C F Am Em Em F F Csus4 C Csus2 C Am F G                               ,Am G Am F            ,
I Am In Love With You,Darrell Evans,E,       ,,E Bsus F#m7 Bsus E E Bsus F#m7 Bsus E                                ,F#m7 C#m F#m7 Bsus E            ,
For The Lord Is A Great God,Darrell Evans	,G,       ,,                                ,            ,
Freedom,Darrell Evans	,G,       ,,                                ,            ,
Let The River Flow,Darrell Evan,E,       ,,E Bsus B A B E Bsus B A B E Bsus B A B E Bsus B A B F#m7 A E                                ,            ,
My God Reigns,Darrell Evan,A,       ,A D A A D A,A D A A D A E D A E D A E D A E D A                               ,            ,
We Will Embrace Your Move,Darrell Evan,E,       ,,C#m A B C#m A B                                ,E A F#m A E A F#m A E A F#m A E A F#m A E A D            ,
Whom Shall I Fear,Darrell Evan,G,       ,,                                ,            ,
You Are My Portion,Darrell Evan,G,       ,,G C Em7 Asus G C Em7 Asus G C Em7 Asus G C Em7 Asus G                                ,F C F C G            ,
