Song Title,Artist,Song Key,Intro,Pre-Chorus,Chorus,Bridge,Outro
Human,Manafest,Gm,Gm Bb F Eb       ,,Eb Gm Bb F Eb Gm Bb F Eb Bb Cm Gm Cm Eb Gm Bb F Eb Gm Bb F Eb                                ,Cm Gm Cm Gm Eb F Gm Bb F Eb Gm Bb F Eb            ,
Never Let You Go,Manafest,Bbm,Bbm Gbm       ,,E B Gbm Abm E B Abm Gbm E B Gbm Abm E B Gbm Abm E B Gbm Abm E Gbm E B Gbm Abm E B Abm Gbm E B Gbm Abm E B Gbm Abm E B Gbm Abm E E B Gbm Abm E B Abm Gbm E B Gbm Abm E B Gbm Abm E B Gbm Abm E E Abm Gbm                              ,Abm E B Gbm E Abm Gbm            ,
Renegade,Manafest,B,       ,F# Bm F# Bm,F# Bm F# Bm B D A B D A B A D F# Bm F# Bm B D A B D A B A D F# B F# B                            ,B G#m5 B B F            ,
This Is My Father's World,Maltbie D. Babcock,F,       ,,                                ,            ,
Dakilang Biyaya(Ang Lahat ay Magsasaya),Malayang Pilipino,D,D Bm C D D Bm C A# F C G C#m A D       ,Em A,Em A D Bm C Em G A                               ,            ,
Langit Ang Aking Nadarama,Malayang Pilipino,A,A G A G E       ,D C#m Bm E,D C#m Bm E A C#m Bm E                               ,            ,
Mananatili,Malayang Pilipino,C,C Am F G       ,,C Em F G Am G F G Dm G Dm F Em Am Dm G                                ,            ,
Become Who You Are,Mainstay,D,       ,,B A G D G A B A G D G                                ,            ,
Ballad Of Adam And Eve,Mad At The World,Em,       ,,C D G F#m D Em D Cmaj7 Em Em D Cmaj7 Em Em D Cmaj7 Em A D Em D Em                                ,            ,
King Of Glory,Mack Powell,E,       ,,A C#m B A E                                ,            ,
Bless The One,Mack Brock,G,       ,,C D Em7 G/B C D G G  C D G                              ,D Em7 C G Dsus Em7 D C G D Em7 C G Dsus Em7 D C            ,
Christ Is,Mack Brock,A,Am G F C Am G F C       ,F G Am C G F G Am C G,F G Am C G F G Am C G Am G F C Am G F C Am G F C Am G F C Am G F C Am G F C F G Am C G F G Am C G Am G F C Am G F C  Am G F C Am G F C Am G F C Am G F C Am G F C Am G F C                           ,            ,
Still in Control,Mack Brock,A,       ,,G Em Bm C Em Bm G C C D Em C D G G C Am Em C G C Am Em C                                ,Em C G D            ,
Still in Control,Mack Brock,A,       ,,A F#m C#m D F#m C#m A D D E F#m D E A A D Bm F#m D A D Bm F#m D                                ,F#m D A E            ,
Chasing Shadows,Nouveaux,Em,       ,,                                ,            ,
Ill Cry Too,Nouveaux,A,E5 Badd4 A2  G#m E A2 F#     ,,D D Bm G D Dsus4 D Asus4 A D Bm G D Dsus4 D Asus4 A Bm A G#m G Em A                                ,            ,
Listen,Nouveaux,D,       ,,E G D A E D D F G D D F G G D D F G D D F G D F G D D F G D F G D D F G D F G D D F G  D F G D D F G D F G D D F G                          ,F E D F D            ,
Maybe Tomorrow,Nouveaux,A,A D A B C D E       ,,E A B E A E A E A B E A E A E A B  E                              ,D Dm A Asus2 A D A Dm Asus A Dm Asus A Dm Asus E G D  E Bm D A E Bm D A          ,
Through Heavens Fields,Nouveaux,F,       ,,C G Am Em2 F G C G Am Em2 F Am2 F G Am2 F G Em2 F Em2 F G F Em2 Am2 F G                               ,            ,
You Breathe,Nouveaux,A,       ,,                                ,            ,
My Hope Is Built,Norton Hall Band,D,Bm D A Em Bm D A Em       ,,B D Em D/F# Gmaj7 A Em7 A D D Em D/F# Gmaj7 A Em7 A Bm D A Em Bm D A Em D Em D/F# Gmaj7 A Em7 A Bm D A Em Bm D A G D Em D/F# Gmaj7 A Em7 A Bm D A Em Bm D A Em D Em D/F# Gmaj7 A Em7 A Bm                            ,            ,
My Hope Is Built,Norton Hall Band,D,Bm A/C# D D/F# A Em Bm A/C# D D/F# A Em       ,, D Em D/F# Gmaj7 A Em7 A Bm A/C# D D/F# A Em D Em D/F# Gmaj7 A Em7 A Bm A/C#                              ,            ,
My Hope Is Built,Norton Hall Band,D,Bm D A Em Bm D A Em       ,,D Em D/F# Gmaj7 A Em7 A Bm D A Em Bm D A Em                                ,            ,
Death Was Arrested,Northpoint Music,B,B E2 B E2       ,, E B G#m F# E G#m F#sus E B G#m F# E G#m F#sus E B G#m F# E G#m F#                              ,B E B G#m F# B B E B G#m F# B            ,
It Is Finished,Northern Worship,E,E A E A       ,,E E C#m B A                                , E A C#m B A A E A C#m B A          ,
Death Was Arrested,North Point Worship,G,G C G C       ,, C G Em D C Em D C G Em D C Em D C G Em D C Em D   C G Em D C Em D C G Em D C Em D                           ,G C G Em D G G C G Em D G G C G Em D G G C G Em D G            ,
Death Was Arrested,North Point Worship,G,       ,, C G Em D C Em D C G Em D C Em D C G Em D C Em D                              ,G C G Em D G G C G Em D G Em D G Em D G            ,
Death Was Arrested,North Point Worship,G,G C G C       ,, C G Em D C Em D C G Em D C Em D C G Em D C Em D C G Em D C Em D   C G Em D C Em D C G Em D C Em D                           ,G C G Em D G G C G Em D G G C G Em D G G C G Em D G            ,
God Is With Us,North Point Worship,A,A Asus4       ,,A F#m D E F#m C#m D E A Asus4 A F#m D E F#m C#m D E F#m E D C#m A F#m D E F#m C#m D E D E D/F# E/G# A                              ,F#m E D C#m E F#m E D C#m E            ,
Hands Towards Heaven,North Point Worship,A,       ,, A D F#m D A D F#m D                              ,A G            ,
Almighty God,North Point Music,B,B       ,G#m E,G#m E B F# G#m E B G#m E B F#sus G#m E B B F# G#m E B G#m E B F#sus G#m E B F# G#m E B G#m E B F#sus G#m E                             ,G#m E B D#m G#m E B F#sus            ,
Death Was Arrested,North Point InsideOut,G,G C G C       ,, C G Em D C Em D C G Em D C Em D C G Em D C Em D C G Em D C Em D   C G Em D C Em D C G Em D C Em D                           ,G C G Em D G G C G Em D G G C G Em D G G C G Em D G            ,
Now I Belong to Jesus,Norman J. Clayton,G,       ,,G Am7 D7 G G G7 Caug Em7 Am Am7 A G A D7 G                                ,            ,
Jesus I love you,Norman Hutchins,G,       ,,                                ,            ,
Let The Glory Of The Lord,Nori Kelley,D,       ,,                                ,            ,
All Heaven Declares,"Noel Richards, Tricia Richards",A,       ,,D2 E A E/G# F#m D2 E7sus A D A A2 E D2 Esus D A A2 D E D A                                ,            ,
Abba Bapa,Niko Njotorahardjo,A,A G#m7 F#m E E C#m B E B       ,,E G#m7 C#m F#m B B A G#m7 F#m B Bm C# A Am E C#m F#m B E                                ,            ,
Leaving Home,Nike Borg,D,Bm G D A       ,,Bm G D A Bm G D A Bm G D A G G G Em A Em A G A E B A E                              ,            ,
I'm With You,Nicole Nordeman ,C,       ,,                                ,            ,
Beautiful For Me,Nicole Nordeman ,Dm,Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb F C Dm Bb Dm Bb C F Dm Bb F Dm C F Dm Bb F Dm C Bb Dm F Bb F C Dm Bb F C Dm Bb F C Dm Bb Dm Bb C       ,,Dm Bb Dm F Dm Bb F C F Dm Bb F Dm C F Dm Bb F Dm C Bb Dm Bb Dm C Bb Dm Bb F C Dm Bb F                                ,            ,
Brave,Nicole Nordeman ,D,D Asus Bm G2 D Asus G2       ,,D A Bm G D A G D A D A Bm G D A G D A G D A G D A Bm G D A G D A D A Bm G D A G D A G D A G                               ,F# Bm F# Bm D A E G2 D Dsus4 D Dsus4            ,
Every Season,Nicole Nordeman ,A,       ,,                                ,            ,
Every Season,Nicole Nordeman ,Eb,       ,,                                ,            ,
Gratitude,Nicole Nordeman ,D,       ,,D D G D D G G Em A D D D G D G D Em A D D G D D G Em A Bm G Em Bm G A D D G D A D G G Bm G Em A D Bm G Bm G D D G D D G Em A Bm G Em Bm G A D D G D D G G Bm G Bm G Em A D                              ,            ,
Lay It Down,Nicole Nordeman ,E,       ,Em C Am D Em C Am Em D,Em C Am D Em C Am Em D Em C Em C G D Em C Em Em C G D Em C Em C Em C Am D Em C Am Em D Em C Em C G D Em C Em Em C G D Em C Em C                             ,            ,
Legacy,Nicole Nordeman ,D,       ,,D A/C# Bm G D A#dim7 Bm G D/F# Em A A Gsus2 D Gsus2 D                                ,A# Gm F/A A# Gm F/A C Am G/B C Am G/B D A/C# Bm G            ,
Love You More,Nicole Nordeman ,E,E Caug C#m A E Caug C#m A       ,C#m A C#m A,C#m A C#m A E Caug C#m A Am E Caug C#m A E Caug C#m A Am E Caug C#m A C#m A C#m A E Caug C#m A Am E Caug C#m A E Caug C#m A Am E Caug C#m A C#m A C#m F#  E Caug C#m A Am E Caug C#m A E Caug C#m A Am E Caug C#m A A E                          ,E G#m            ,
Name,Nicole Nordeman ,G,G Dsus4 D Em C       ,, G Dsus4 D Em C G Dsus4 D Em C G G Dsus4 D Em C G Dsus4 D Em C G Dsus4 Em C G Dsus4 D Em C G Dsus4 D Em C G Dsus4 D Em C G                             ,D D C G D D C C            ,
Slow Down,Nicole Nordeman ,C,C Am7 G6       ,,C G6 Am7 F C G6 Am7 F Dm Am7 Fmaj7 Am7 Dm Bb7/F C Am7 G6 C G6 Am7 F C G6 Am7 F Dm Am7 Fmaj7 Am7 Dm Bb7/F C Am7 G6                               ,G/B Bb7 Am7 Fsus/Ab Am7 Dsus D Gsus G6 C G6 Am7 F C G6 Am7 F Dm Am7 Fmaj7 Am7 Dm Bb7/F            ,
Small Enough,Nicole Nordeman ,C,       ,,                                ,            ,
To Know You,Nicole Nordeman ,Em,Em D Em D A       ,,C G D B Am C A G D B Am B C D Em                                ,Em A#sus A Em A#sus A B C G A#sus A Bsus B            ,
What If,Nicole Nordeman ,Am,       ,,C Dm Am7 F C Dm Am7 F Am Dm Am C Dm Am7 F C Dm Am7 F Am Dm Am                               ,Fm7/C C Fm7/C C D F            ,
Why,Nicole Nordeman ,Cm,Cm Ab Cm F/A Fm Eb/G Ddim G C       ,,Eb Bb/D Cm Eb/Bb Eb/G Ab Eb/G Fm Ab Bb/D Eb Bb/D Cm Eb/G F/A Fm Eb/G Ab G/B Cm Eb/Bb Fm Bb Eb Dm G  Ab G/B Cm Eb/Bb Fm Eb/G F/A C/D Gm F/A G/B Bb/C Bb/D C/E F Em A Dm F/C Bb Dm Gm Bb/D C/E F Edim A7 Dm F/C G Gm F/A Bb Dm Gm Bb/F Edim A7 Dm G7 Gm F/A Bb Bb/D C7 Dm Bb Dm F/A Bb C/E D                             ,            ,
Wide Eyed,Nicole Nordeman ,Fm,Fm Eb Db7 Cm7sus Gm F2 Eb Gm F2 Eb Cm Dsus D Gm F2 Eb Cm2 Ab Fm Bbm Db Eb Fm Bbm Csus C Fm Bbmsus Gb Csus     ,,                                ,Bbm Fm Eb Db Bbm Csus            ,
You Are Holy,Nicole Nordeman ,C,C       ,,F C Gsus Am F C Gsus G C Am F Gsus C F C Gsus Am F C Gsus Am G                              ,            ,
My Redeemer Lives,Nicole C. Mullen,G, G C D D      ,,G C D C B7 C C D B7 Em D C D G                                ,G C D Em C D B7 C B7 C G C D            ,
When I Call On Jesus,Nicole C. Mullen,E,       ,,                                ,            ,
Dear Lord,Nick Vujicic,D,       ,,D A Bm A D A Bm A G D Bm D G D A D                                ,            ,
Something More,Nick Vujicic,F,       ,,Am C G Am F C G Am F C G Am F Am C G Am F C G Am F C G Am F D A Bm G D A Bm G                            ,C G Am F C G Am F F Am F Am C G Am F            ,
Nothing Left To Lose,Nick Carter,A,       ,,                                ,            ,
Be My Rescue,Nichole Nordeman,Bm,Bm G D A       ,Bm G D A,Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A Bm G D A                              ,Bm G D A Bm G D A Bm G D A Bm G D A            ,
To Know You,Nichole Nordeman,Fm,Fm Eb Fm Eb Bb       ,,Db Ab Eb C Bbm Db A Ab Eb C Bbm C Db Eb Fm                                ,Fm Bbsus Bb Fm Bbsus Bb C Db Ab Bbsus Bb Csus C            ,
once,Ngaiire,C#m,C#m C Bm C#m C Bm C#m C Bm A C Bm A Bm F#m A Bm F#m A Bm F#m D Bm F#m C#m C Bm C#m C Bm C#m C Bm A Bm F#m A Bm F#m A Bm F#m D Bm F#m A Bm F#m A Bm F#m A Bm F#m D Bm F#m       ,,                                ,            ,
10 Feet Down,NF feat. Ruelle,Em,Em D C D Em D C D       ,,Em D C D Em D C D Em D C D Em D C D Em D C D Em D C D Em D C D                             ,Em D C D Em D C D           ,
All I Have,Nf,Bbm,Bbm Ab Gb       ,,Bbm Gb Ebm Ab Gb Ab Bbm Ab Gb Db Bbm Ab Ab Gb Ab                                ,            ,
Beautiful Addiction,Nf,Em,       ,,                                ,            ,
Can You Hold Me,Nf,C,C G Em C G Em       ,,Em Am G D C Em C D                                ,            ,
Dreams,Nf,Bm,       ,Bm A G Bm A G,Bm A G Bm A G Bm A G Bm A G Bm A G Bm A G   Bm A G Bm A G                           ,            ,
Goodbye,Nf,F#m,F# A#m F#       ,,A#m F# A#m F# A#m F# A#m F# A#m F# A#m F# A#m F# A#m F#                               ,            ,
If You Want Love,Nf,C,Am G C F Am G C/E F  Am G C/E F     ,,Am G C/E F Am G C/E F Am G C/E F Am G C/E F Am G C/E F Am G C/E F                              ,Am G C/E F Am G C/E F            ,
Ill Keep On,Nf,Em,       ,,Em D G Em D G Em D G Em D G Em D G Em D G Em D G Em D G Em D G Em D G Em D G Em D G Em D G Em D G Em D G                              ,            ,
Lost In The Moment,Nf,Am,Am F C G Am F C G       ,,Am F C G Am F C G Am F C G Am F C G Am F C G Am F C G                               ,            ,
Mansion,Nf,Am,       ,,Am F Dm F Am F Dm F                                ,            ,
Oh Lord,Nf,Em,Em G D C       ,,                                ,            ,
Oh Lord Acoustic,Nf,Dm,       ,,                                ,            ,
Only One,Nf,Am,Am Fmaj7 C Em       ,,                                ,Am F C Em Am F C Em Am F C Em Am F C Em Am F C Em Am F C G            ,
Paralyzed,Nf,Am,Am F C G       ,,                                ,Am F C G Am F C G Am            ,
Time,NF,Fm,C Em D Am C Em D Am       ,C Em D Am C Em D Am,C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am C Em D Am                            ,            ,
Wait,Nf,Em,       ,,Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em Em C D Em                              ,            ,
Wait,Nf,Dm,       ,,Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm Dm Bb C Dm                              ,            ,
Wake Up,Nf,Am,Am F Am F       ,,Am F Am F C                                ,            ,
All We Need,Newsong,G, G Em D C G Em G C     ,,G Em D C G Em D C                                ,G F C/E C G Am F C G           ,
Arise My Lord,Newsong,C,       ,,C G C F C G C G Am Bb G C G C F C G C G Am Bb G A                               ,C C Bb C Bb Bb G C            ,
Arise My Love,Newsong,G,       ,,G D E E E E G C G D E E A D G D Em E G E G F D G E E E A# F E E E E A# D# A# F E E A D A# F Gm E G E G D# F A# E E A# F E E E E A# D# A# F E E A D A# F Gm E G E G D# F C E E                              ,Fm D# E E E G Fm D# C# D# F D E E D D E G            ,
Before The Day,Newsong,G,       ,,D/F# G Am C Am C Em D/F# C Em C D/F# C Em C D/F# Am D G Am D G Am D Am Em D Am D C D Am Em D                               ,            ,
Christian,Newsong,A,       ,,A A D A E A D A D A E A A D A D A E A D A D A E A D A D A D A A D A D A E A D A D A E A D A D A D A E D A D A D A A D A D A E A D A D A E A D A D A D A E D A D A D A E A                             ,D A D A D A E D A D A D A E            ,
Christmas Shoes,Newsong,G,G D G) G/F) Em) Em7) C) D) Am7) D) G) G/F) Em) Em7) C) D) Am7) D) C) Em) D) Em) D) C) D) Am7) D)       ,,A) E) F#m) F#m/E) D) E A) E) F#m) F#m/E) D) E) D) E) D) E) Bm7) E7) A) Bm7 E7) A) A/G) F#m/E) D) E) D) E) A) A/G) F#m) F#m/E) D) E) D) E) A) F#m) E) F#m) E) D) E) D) Bm7) A Bm7) E) A) G) D) E) Bm7) E7)                               ,            ,
God Hears,Newsong,G,G Em Cadd9       ,, G Em Cadd9 G/B Cadd9 G Em Cadd9 G Em Cadd9 G/B Cadd9       G Em Cadd9 G/B Cadd9 G                       ,Cadd9 G D Em Cadd9 G D Cadd9 G D Em Cadd9 G D            ,
Hallelujah Bride In White,Newsong,G,G Gsus G Gsus G Gsus G Gsus       ,, C(add9) G C(add9) D(add4) C(add9) G D/F# Em G Gsus G G Gsus G C(add9) G C(add9) D(add4) C(add9) G D/F# Em G Gsus G G Gsus G C(add9) G C(add9) D(add4) C(add9) G D/F# Em G Gsus G C(add9) G C(add9) D(add4) C(add9) G D/F# Em G Gsus G G Gsus G                            ,            ,
Hold On To The Cross,Newsong,A,A Em G A       ,,D A Bm F#m G D Em G A D A Bm F#m G D Em G D A Bm F#m G D Em G A D A Bm F#m G D Em G D A Bm F#m G D Em A D D A Bm F#m G D Em G A G G D G                              ,A Bm F#m G Em Bm G D A            ,
Ill Rise,Newsong,Em,Em C2 G/B C2 Am7 D Em Am7 D G D/F# Em D/F# G F2 C2 Em D/F# G C2 Em D/F# G F2 C2 G/B C Dsus D D C2 G D C2 G D/F# Em7 C2 G/B C2 Am7 D Em7 Am7 D Em Cmaj9 Em7 Cmaj9 Am7 D G       ,,                                ,G2/B C2 D Em7 D G2/B C2 D Dsus D G2/B C2 Dsus Em G/B Am7 Dsus D D C2 G D C2 G D/F# Em7 C2 G/B C2 Am7 D G G D C2 G D C G D/F# Em7 C2 G/B C2 Am7 Dsus D G D C2 G D C G D/F# Em7 C2 G/B C2 Am7 Dsus Em7 Am7 Dsus Em7 Am7 Dsus Em Cmaj7 Em D C2 G            ,
In Jesus Name,Newsong,Bb,       ,,                                ,            ,
Love Revolution,Newsong,D,       ,,G G D C G G E G G G G D C G D C G D C G D C G E G C                                ,E G C            ,
One True God,Newsong,Bb,Bb       ,,Eb2 Bb F Eb2 Bb Gm7 F Eb2 Bb F Eb2 Bb Gm7 F Eb2 F F D D F                              ,Eb2 F Eb2 F Eb2 F Cm7            ,
Psalm 40,Newsong,G,       ,,G C G C A G D C G C G C A G D C G5 G C G C A G D C G C G C A G D C G5 G C G C A G D C G C G C A G D C G G/F G G G/F G G G/F G G G/F G                              ,D D/F# C Em D D/F# C Em C G G G G            ,
Red Letter Day,Newsong,G,       ,, G C G C G C G C Em B7 C D G C G C Em B C D                              ,G C G C F C/E Cm/D# G/D F C/E C D            ,
Rescue,Newsong,Bm,Bm7 D/F# G Bm7 D/F# G       ,,D2 A/C# Em7 D/F# G2 A D2 A/C# Em7 D/F# G2 Bm7 D/F# G                                ,Bm7 D/F# G Bm7 D/F# G Bm7 D/F# G Bm7 D/F# G            ,
Swallow the Ocean,Newsong,E,       ,,E C#m A E E C#m A E                                ,E F#m C#m G#m A E A            ,
The Christmas Shoes,Newsong,G,G D G) G/F) Em) Em7) C) D) Am7) D) G) G/F) Em) Em7) C) D) Am7) D) C) Em) D) Em) D) C) D) Am7) D)       ,,A) E) F#m) F#m/E) D) E A) E) F#m) F#m/E) D) E) D) E) D) E) Bm7) E7) A) Bm7 E7) A) A/G) F#m/E) D) E) D) E) A) A/G) F#m) F#m/E) D) E) D) E) A) F#m) E) F#m) E) D) E) D) Bm7) A Bm7) E) A) G) D) E) Bm7) E7)                               ,            ,
The Same God,Newsong,A,A A E F#m D A E F#m D F#m D A E F#m D A F#m D A E F#m D A E F#m D A A E F#m D       ,,F#m D F#m D                                ,            ,
The Way You Smile,Newsong,G,       ,,                                ,            ,
This Ones With Me,Newsong,A,       ,,Bm A E A C#m D A E Bm A D A C#7 D E A A D Esus E A D Esus E D E A D E D E                                ,G D E A D A E            ,
When God Made You,Newsong,C,       ,,C F C G Am F C F G Dm F G C D G D A Bm G D G A Em G A D D G D A Bm G D G A E A Dbm A Dbm A Dbm A B E                             ,Em Bm G A Em Bm G A            ,
Alive In You,7eventh Time Down,Dm,Dm C F C       ,,Dm C F Dm C F C Dm C F F G C Dm C F Dm C F C Dm C F F G C Dm C F Dm C F C Dm C F F G C Dm C F Dm C F C Dm C F F G C Dm C F Dm C F C Dm C F F G C Dm C F Dm C F C Dm C F F G C                              ,Bb C Bb C C Am F C Dm C F Dm C F C Dm C F G C            ,
Free,7eventh Time Down,B,       ,B5 C#5 C#5 B5 G#5 F#5,B5 C#5 C#5 B5 G#5 F#5 D#5 B5 F#5 G#5 B5 C#5 B5 D#5 B5 F#5 G#5 C#5 F#5 B5 C#5 C#5 B5 G#5 F#5 D#5 B5 F#5 G#5 B5 C#5 B5 D#5 B5 F#5 G#5 C#5 F#5 D#5 B5 F#5 B5 B5 C#5 B5 D#5 B5 F#5 G#5 C#5 F#5                            ,B5 F#5 B5 C#5 D#5 B5 A D#5 B5 B5 C#5            ,
Get Me To You,7eventh Time Down,C,C F       ,,C G Am F C G Am F C F C F C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C F C F C F C G Am F C G Am C G Am F C G Am F C G Am F C G Am F C G Am F C G Am F C                             ,            ,
God Is On The Move,7eventh Time Down,Gb,B Gb Db       ,,Ebm B Gb Db Ebm B Ebm Db Ebm B Gb Db Ebm B Ebm Db                               ,Ebm Db/F B Gb/Bb B Db Ebm Db/F B Gb/Bb B Db            ,
Hurricanes,7eventh Time Down,E,       ,,A# A# D# D# Gm D# A# A# D# D# Gm D# A# A# D# D# Gm D# A# A# D# D# Gm D# A# A# D# D# Gm D# A# A# D# D# Gm D#                              ,F D# F D#            ,
Just Say Jesus,7eventh Time Down,Gb,Gb Gbsus Gb       ,,Gb B Gb B Ebm Db/F B Gb Gbsus Gb B Gb B Ebm Db/F B Ebm Db/F B/Gb Ebm Db/F B Ebm Db/F B/Gb Ebm Db/F B Gb                               ,            ,
Kingdoms,7eventh Time Down,C,       ,,                                ,            ,
Lean On,7eventh Time Down,G,G B B       ,,E B F# G# E B F# G# E B F# G# E B F# G# E B F# G# E B F# G# E B F# G# E B F# G#                               ,E B F# G# E B F# G#            ,
Only King Forever,7eventh Time Down,C,       ,, C C/E F G F Am C G F C C/E F G F C Am F C       C C/E F G F C C/E F G F                       ,Dm C G Dm C G Dm C G Dm C G            ,
Promises,7eventh Time Down,D,       ,,D G Bm A D G Bm A D G Bm A D G Bm A D G Bm A D Bm A D G Bm A D G Bm A D G Bm A D G Bm A                               ,D G Bm A D G Bm A D G Bm A D G Bm A            ,
Rusty Nails,7eventh Time Down,G,       ,, G Em D C G G Em D C Em D Em G   G Em D C G Em D C G                           ,            ,
The One Im Running To,7eventh Time Down,G,G G G G       ,D C D C,D C D C G C Em C G G C Em C G Em D C D C G C                             ,Em C Em C            ,
Apologize,33Miles,Em,Em C D       ,,G D Em C G D Em C Em C G Em D  G D Em C G D Em C Em C Em C G D Em C G D                              ,Em C Em C Em C G            ,
Calling My Name,33Miles,Bm,Bm A G       ,Em A,Em A D Bm A D Bm A Em G A D Bm A Em A Em A D Bm A D Bm A Em G A D Bm A D Bm A D Bm A Em G A D Bm A D Bm A D Bm A                            ,G Bm A D G Bm A            ,
Hold On,33Miles,E,E B F#m A       ,C#m A E B A E A B,C#m A E B A E A B E B C#m E A E A B E B C#m E A E A B E B F#m A C#m A E B A E A B E B F#m A                             ,            ,
I Need Thee,33Miles,E,       ,,A D A E D A E A A D A E D A E A A D A E D A E A                              ,A D A A D A A D A E            ,
Jesus Calling,33Miles,G,G Bm A       ,A G A G,A G A G D G Bm G D G Bm G G Bm A A G D G Bm G D G Bm A G Em F#m G D G Bm G D G Bm A G Bm A G G Bm A G Bm A                            ,Em            ,
O Come All Ye Faithful Sing To The King,33Miles,G,G C D G       ,, G G D Am D C G D G G G Am C A G F G Am C G   F G Am C A G F G Am C G                           ,            ,
O Come Let Us Adore Him Sing To The King,33Miles,A,A A A D/A D/A E/A A       ,,A Bm G D D Asus A Asus A Asus A A Bm G D D Asus A Asus A Asus A A Bm G D D Asus A Asus A Asus A A Bm G D D Asus A Asus A Asus A A Bm G D D Asus A Asus A Asus A A A A A                               ,            ,
One Life To Love,33Miles,Bm,Bm G D2 A       ,,D2 E2 Bm G D2 E2 Bm G                                ,            ,
Something Different,33Miles,D,       ,A F,A F D F G D F G D F C D A F                              ,D F G D F G            ,
Stand Amazed,33Miles,Em,Em C G D Em C G D)       ,,C G Em D C G Em D C Em D G/B C Em D D Em C G D                                ,C G D Em D G Em G C Em D            ,
Thank You,33Miles,A,A D Bm7 B A D Bm7 D       ,,A D Bm7 D A D Bm7 E A D Bm7 D G D A D Bm7 D A D Bm7 A D Bm7 D A D Bm7 E A D Bm7 D G D G D                               ,            ,
What Could Be Better,33Miles,G,G C       ,,G C G C G C G C F Am7 G C G C G C G C G C G C F Am7 G C G C G C G C G C G C F Am7 F Am7 G                              ,Am G D F Am7 G C Am D G C D            ,
Easter Song,2nd Chapter of Acts,C,C F G C F G       ,,                                ,C G/B Am G F C F C G D G D C G/B C C C G/B Am G F C F C G D G D C G/B C C C G/B Am G F C F C G D G D C G/B C C C          ,
Easter Song,2nd Chapter of Acts,G,G D G D G D G D G C G D       ,,G D G D G D G D G C G D G D G D G D G D G C G D                                ,G D Em G C G C G D A D A G D G D G D G D G D G D G           ,
Jamie Grace,1945,C,C G F G       ,Am F,C F Am G C F Am G C F Am G C F Am G Am F C F Am G C F Am G C F Am G C F Am G C C F Am G C F Am G C F Am G C F Am G C                             ,Am F Am F Am F G            ,
Broken,12 Stones,Dm,Dm Bb Dm Bb Dm Bb Dm Bb Dm Bb Dm Bb C Dm Bb Dm Bb C Dm Bb Dm Bb Dm Bb Dm Bb Dm Bb Dm Bb C Dm Bb Dm Bb C Dm Bb Dm Bb Dm Bb Dm Bb F Em F Em F Em F Em F Bb F Bb F Dm Bb Dm Bb Dm Bb Dm Bb Dm Bb Dm Bb C Dm       ,,                                ,            ,
Broken Road,12 Stones,E,       ,,Esus E C#m B Esus E C#m B Esus E C#m B Cadd9 Dsus2 E Cadd9 Dsus2 Esus C B F#                               ,            ,
Bury Me,12 Stones,Bb,Bb       ,,F5 C Bb F5 C Bb Bb                               ,C5 Db5 D5 A5 Bb C5 Db5 D5 A5 Bb C5 D5 A5 Bb C5            ,
Crash,12 Stones,Am,Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am G C D Am G C D Am G C D Am G C D Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am G C D Am G C D Am G C D Am G C D Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am Am7 Em C G Am G C D Am G C D Am G C D Am G C D D Am G C D Am G C D Am G C D Am G C D       ,,                                ,            ,
Hey Love,12 Stones,C#m,       ,,                                ,            ,
It Was You,12 Stones,Am,       ,,C G D F C G C C G D F C G C Am F C G Am F C G Am F C G Am F C G G C G D F C G C C G D F C G C C G Dm F C G C C G Dm F C G C C G D F C G C C                              ,D# F C G D# F C G D# F            ,
Lie To Me,12 Stones,E,D       ,,D A Bm D A Bm D A Bm G D A Bm G D A Bm D A Bm D A Bm D A Bm G D A Bm G D A Bm D A Bm D A Bm D A Bm G D A Bm G D A Bm D A Bm D A Bm E                              ,            ,
The Way I Feel,12 Stones,Bm,       ,,Bm G Bm G Bm G Bm A Bm G D A Bm G A Bm G Bm G Bm G Bm A G                               ,            ,
